"","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","collision_date","temp","fog","NUM_COLLISIONS"
"674",0,1,0,0,0,0,0,2016,"2016-12-05",37.9,0,791
"675",0,0,0,0,0,1,0,2016,"2016-12-06",41.7,0,711
"676",0,0,0,0,0,0,1,2016,"2016-12-07",42.8,0,637
"677",0,0,0,0,1,0,0,2016,"2016-12-08",42.7,0,635
"678",1,0,0,0,0,0,0,2016,"2016-12-09",36.6,0,701
"679",0,0,1,0,0,0,0,2016,"2016-12-10",28.2,0,555
"680",0,0,0,1,0,0,0,2016,"2016-12-11",29.9,0,522
"681",0,1,0,0,0,0,0,2016,"2016-12-12",43.6,0,665
"682",0,0,0,0,0,1,0,2016,"2016-12-13",39.7,0,630
"683",0,0,0,0,0,0,1,2016,"2016-12-14",41.2,0,689
"684",0,0,0,0,1,0,0,2016,"2016-12-15",29.8,1,749
"685",1,0,0,0,0,0,0,2016,"2016-12-16",18.2,0,792
"686",0,0,1,0,0,0,0,2016,"2016-12-17",36.2,0,623
"687",0,0,0,1,0,0,0,2016,"2016-12-18",49.8,1,521
"688",0,1,0,0,0,0,0,2016,"2016-12-19",35.3,0,722
"689",0,0,0,0,0,1,0,2016,"2016-12-20",34.8,0,719
"690",0,0,0,0,0,0,1,2016,"2016-12-21",38.8,0,676
"691",0,0,0,0,1,0,0,2016,"2016-12-22",38.9,0,700
"692",1,0,0,0,0,0,0,2016,"2016-12-23",39,0,692
"693",0,0,1,0,0,0,0,2016,"2016-12-24",44.1,0,554
"694",0,0,0,0,0,1,0,2016,"2016-12-27",49.8,1,569
"695",0,0,0,0,0,0,1,2016,"2016-12-28",39.1,0,546
"696",0,0,0,0,1,0,0,2016,"2016-12-29",37.3,0,542
"697",1,0,0,0,0,0,0,2016,"2016-12-30",40.4,0,583
"698",0,0,1,0,0,0,0,2016,"2016-12-31",35.8,0,465
"699",0,0,0,1,0,0,0,2017,"2017-01-01",44.4,0,485
"700",0,1,0,0,0,0,0,2017,"2017-01-02",37.4,0,449
"701",0,0,0,0,0,1,0,2017,"2017-01-03",44.3,0,659
"702",0,0,0,0,0,0,1,2017,"2017-01-04",46.5,1,590
"703",0,0,0,0,1,0,0,2017,"2017-01-05",36.4,0,552
"704",1,0,0,0,0,0,0,2017,"2017-01-06",31.7,1,600
"705",0,1,0,0,0,0,0,2017,"2017-01-09",18.3,0,669
"706",0,0,0,0,0,1,0,2017,"2017-01-10",35.6,0,597
"707",0,0,0,0,0,0,1,2017,"2017-01-11",45,0,629
"708",0,0,0,0,1,0,0,2017,"2017-01-12",47.8,0,646
"709",1,0,0,0,0,0,0,2017,"2017-01-13",46.8,0,604
"710",0,0,1,0,0,0,0,2017,"2017-01-14",29.8,0,495
"711",0,0,0,1,0,0,0,2017,"2017-01-15",33.6,0,490
"712",0,1,0,0,0,0,0,2017,"2017-01-16",31.6,0,477
"713",0,0,0,0,0,1,0,2017,"2017-01-17",40,0,657
"714",0,0,0,0,0,0,1,2017,"2017-01-18",41.6,0,549
"715",0,0,0,0,1,0,0,2017,"2017-01-19",40.7,0,610
"716",1,0,0,0,0,0,0,2017,"2017-01-20",39.9,0,605
"717",0,0,1,0,0,0,0,2017,"2017-01-21",42.3,1,475
"718",0,1,0,0,0,0,0,2017,"2017-01-23",40.9,0,667
"719",0,0,0,0,0,1,0,2017,"2017-01-24",48.9,1,564
"720",0,0,0,0,0,0,1,2017,"2017-01-25",41.1,0,576
"721",0,0,0,0,1,0,0,2017,"2017-01-26",44.3,0,563
"722",1,0,0,0,0,0,0,2017,"2017-01-27",42.1,0,583
"723",0,0,1,0,0,0,0,2017,"2017-01-28",38.7,0,501
"724",0,0,0,1,0,0,0,2017,"2017-01-29",38,0,428
"725",0,1,0,0,0,0,0,2017,"2017-01-30",34,0,545
"726",0,0,0,0,0,1,0,2017,"2017-01-31",28.1,1,571
"727",0,0,0,0,0,0,1,2017,"2017-02-01",38.7,0,574
"728",0,0,0,0,1,0,0,2017,"2017-02-02",37.7,0,586
"729",1,0,0,0,0,0,0,2017,"2017-02-03",30.9,0,609
"730",0,0,1,0,0,0,0,2017,"2017-02-04",28.4,0,541
"731",0,0,0,1,0,0,0,2017,"2017-02-05",36.1,0,429
"732",0,1,0,0,0,0,0,2017,"2017-02-06",37.5,0,568
"733",0,0,0,0,0,1,0,2017,"2017-02-07",38.1,0,626
"734",0,0,0,0,0,0,1,2017,"2017-02-08",46.2,1,673
"735",0,0,0,0,1,0,0,2017,"2017-02-09",38.1,1,507
"736",1,0,0,0,0,0,0,2017,"2017-02-10",21,1,708
"737",0,0,1,0,0,0,0,2017,"2017-02-11",32,0,511
"738",0,0,0,1,0,0,0,2017,"2017-02-12",35.6,0,439
"739",0,1,0,0,0,0,0,2017,"2017-02-13",35.9,1,642
"740",0,0,0,0,0,1,0,2017,"2017-02-14",30.1,0,688
"741",0,0,0,0,0,0,1,2017,"2017-02-15",36.6,0,603
"742",0,0,0,0,1,0,0,2017,"2017-02-16",36.1,1,652
"743",1,0,0,0,0,0,0,2017,"2017-02-17",31.8,0,680
"744",0,0,1,0,0,0,0,2017,"2017-02-18",37,0,570
"745",0,0,0,1,0,0,0,2017,"2017-02-19",47.8,0,438
"746",0,1,0,0,0,0,0,2017,"2017-02-20",41.9,0,428
"747",0,0,0,0,0,1,0,2017,"2017-02-21",37.1,0,483
"748",0,0,0,0,0,0,1,2017,"2017-02-22",40.6,0,477
"749",0,0,0,0,1,0,0,2017,"2017-02-23",44,1,581
"750",1,0,0,0,0,0,0,2017,"2017-02-24",47.5,1,657
"751",0,0,1,0,0,0,0,2017,"2017-02-25",49.8,1,573
"752",0,0,0,1,0,0,0,2017,"2017-02-26",43,1,462
"753",0,1,0,0,0,0,0,2017,"2017-02-27",39.1,0,540
"754",0,0,0,0,0,1,0,2017,"2017-02-28",44.2,0,591
"755",0,0,0,0,0,0,1,2017,"2017-03-01",47.4,1,571
"756",0,0,0,0,1,0,0,2017,"2017-03-02",47.8,0,653
"757",1,0,0,0,0,0,0,2017,"2017-03-03",33.2,0,745
"758",0,0,1,0,0,0,0,2017,"2017-03-04",22.9,0,536
"759",0,0,0,1,0,0,0,2017,"2017-03-05",20.8,0,489
"760",0,1,0,0,0,0,0,2017,"2017-03-06",28.9,0,618
"761",0,0,0,0,0,1,0,2017,"2017-03-07",36.7,0,637
"762",0,0,0,0,0,0,1,2017,"2017-03-08",45.9,1,609
"763",0,0,0,0,1,0,0,2017,"2017-03-09",45.9,0,665
"764",1,0,0,0,0,0,0,2017,"2017-03-10",35.5,1,612
"765",0,0,1,0,0,0,0,2017,"2017-03-11",22.5,0,548
"766",0,0,0,1,0,0,0,2017,"2017-03-12",20,0,516
"767",0,1,0,0,0,0,0,2017,"2017-03-13",21.9,0,792
"768",0,0,0,0,0,0,1,2017,"2017-03-15",29.8,0,650
"769",1,0,0,0,0,0,0,2017,"2017-03-17",33,0,756
"770",0,0,1,0,0,0,0,2017,"2017-03-18",34.7,0,504
"771",0,0,0,1,0,0,0,2017,"2017-03-19",36,1,550
"772",0,1,0,0,0,0,0,2017,"2017-03-20",39.2,0,750
"773",0,0,0,0,0,1,0,2017,"2017-03-21",39.9,0,636
"774",0,0,0,0,0,0,1,2017,"2017-03-22",38.6,0,617
"775",0,0,0,0,1,0,0,2017,"2017-03-23",26.4,0,703
"776",1,0,0,0,0,0,0,2017,"2017-03-24",35.3,0,654
"777",0,0,1,0,0,0,0,2017,"2017-03-25",42.9,0,571
"778",0,0,0,1,0,0,0,2017,"2017-03-26",37,0,456
"779",0,1,0,0,0,0,0,2017,"2017-03-27",42,1,629
"780",0,0,0,0,0,1,0,2017,"2017-03-28",40.7,1,592
"781",0,0,0,0,0,0,1,2017,"2017-03-29",41.9,0,672
"782",0,0,0,0,1,0,0,2017,"2017-03-30",40,0,639
"783",1,0,0,0,0,0,0,2017,"2017-03-31",37.6,0,753
"784",0,0,1,0,0,0,0,2017,"2017-04-01",39.8,0,591
"785",0,0,0,1,0,0,0,2017,"2017-04-02",39.7,0,514
"786",0,1,0,0,0,0,0,2017,"2017-04-03",43,0,646
"787",0,0,0,0,0,1,0,2017,"2017-04-04",42.9,1,598
"788",0,0,0,0,0,0,1,2017,"2017-04-05",42.6,1,587
"789",0,0,0,0,1,0,0,2017,"2017-04-06",41.9,1,713
"790",1,0,0,0,0,0,0,2017,"2017-04-07",47.8,1,694
"791",0,0,1,0,0,0,0,2017,"2017-04-08",43.9,0,627
"792",0,0,0,1,0,0,0,2017,"2017-04-09",46.3,0,541
"793",0,1,0,0,0,0,0,2017,"2017-04-10",46.9,0,634
"794",0,0,0,0,0,1,0,2017,"2017-04-11",49.8,0,519
"795",0,0,0,0,0,0,1,2017,"2017-04-12",49.1,0,540
"796",0,0,0,0,1,0,0,2017,"2017-04-13",49.8,0,590
"797",1,0,0,0,0,0,0,2017,"2017-04-14",47.5,0,515
"798",0,0,1,0,0,0,0,2017,"2017-04-15",46.8,0,495
"799",0,0,0,1,0,0,0,2017,"2017-04-16",51.9,1,481
"800",0,1,0,0,0,0,0,2017,"2017-04-17",56.4,0,488
"801",0,0,0,0,0,1,0,2017,"2017-04-18",47.8,0,516
"802",0,0,0,0,0,0,1,2017,"2017-04-19",41.7,0,580
"803",0,0,0,0,1,0,0,2017,"2017-04-20",47.5,1,632
"804",1,0,0,0,0,0,0,2017,"2017-04-21",45.7,0,690
"805",0,0,1,0,0,0,0,2017,"2017-04-22",46.7,0,551
"806",0,0,0,1,0,0,0,2017,"2017-04-23",46.5,0,517
"807",0,1,0,0,0,0,0,2017,"2017-04-24",46.6,0,541
"808",0,0,0,0,0,1,0,2017,"2017-04-25",49.7,0,723
"809",0,0,0,0,0,0,1,2017,"2017-04-26",53.1,1,630
"810",0,0,0,0,1,0,0,2017,"2017-04-27",52.9,1,688
"811",0,0,1,0,0,0,0,2017,"2017-04-29",54.2,1,661
"812",0,0,0,1,0,0,0,2017,"2017-04-30",53.4,0,470
"813",0,1,0,0,0,0,0,2017,"2017-05-01",49.3,1,639
"814",0,0,0,0,0,1,0,2017,"2017-05-02",55.4,1,743
"815",0,0,0,0,0,0,1,2017,"2017-05-03",54.7,0,714
"816",0,0,0,0,1,0,0,2017,"2017-05-04",51.5,0,701
"817",1,0,0,0,0,0,0,2017,"2017-05-05",49.4,0,776
"818",0,0,1,0,0,0,0,2017,"2017-05-06",55.1,1,685
"819",0,0,0,1,0,0,0,2017,"2017-05-07",52.5,1,514
"820",0,1,0,0,0,0,0,2017,"2017-05-08",50,0,638
"821",0,0,0,0,0,1,0,2017,"2017-05-09",48.3,0,651
"822",0,0,0,0,0,0,1,2017,"2017-05-10",48.7,0,668
"823",0,0,0,0,1,0,0,2017,"2017-05-11",49.5,0,686
"824",1,0,0,0,0,0,0,2017,"2017-05-12",48.6,0,817
"825",0,0,1,0,0,0,0,2017,"2017-05-13",47.9,0,683
"826",0,0,0,1,0,0,0,2017,"2017-05-14",50.4,1,633
"827",0,1,0,0,0,0,0,2017,"2017-05-15",51.1,0,729
"828",0,0,0,0,0,1,0,2017,"2017-05-16",57.5,0,694
"829",0,0,0,0,0,0,1,2017,"2017-05-17",57.9,0,753
"830",0,0,1,0,0,0,0,2017,"2017-05-20",56.3,0,612
"831",0,0,0,1,0,0,0,2017,"2017-05-21",52.7,0,618
"832",0,1,0,0,0,0,0,2017,"2017-05-22",51.4,0,719
"833",0,0,0,0,0,1,0,2017,"2017-05-23",56.8,1,659
"834",0,0,0,0,0,0,1,2017,"2017-05-24",53.9,0,641
"835",0,0,0,0,1,0,0,2017,"2017-05-25",53.8,1,742
"836",1,0,0,0,0,0,0,2017,"2017-05-26",55.4,1,776
"837",0,0,1,0,0,0,0,2017,"2017-05-27",57.5,0,475
"838",0,0,0,1,0,0,0,2017,"2017-05-28",51.8,0,474
"839",0,0,0,0,0,1,0,2017,"2017-05-30",53.5,0,647
"840",0,0,0,0,0,0,1,2017,"2017-05-31",55.4,1,669
"841",0,0,0,0,1,0,0,2017,"2017-06-01",55.7,1,654
"842",1,0,0,0,0,0,0,2017,"2017-06-02",58.2,1,737
"843",0,0,1,0,0,0,0,2017,"2017-06-03",56.9,0,637
"844",0,0,0,1,0,0,0,2017,"2017-06-04",58,0,468
"845",0,1,0,0,0,0,0,2017,"2017-06-05",56.6,0,656
"846",0,0,0,0,0,1,0,2017,"2017-06-06",52.4,0,660
"847",0,0,0,0,0,0,1,2017,"2017-06-07",54.5,0,675
"848",0,0,0,0,1,0,0,2017,"2017-06-08",52.7,0,660
"849",1,0,0,0,0,0,0,2017,"2017-06-09",57.6,0,770
"850",0,0,1,0,0,0,0,2017,"2017-06-10",60.4,0,665
"851",0,0,0,1,0,0,0,2017,"2017-06-11",61.5,0,702
"852",0,1,0,0,0,0,0,2017,"2017-06-12",66,0,804
"853",0,0,0,0,0,0,1,2017,"2017-06-14",67.1,0,754
"854",0,0,0,0,1,0,0,2017,"2017-06-15",57.2,0,771
"855",1,0,0,0,0,0,0,2017,"2017-06-16",59.8,0,657
"856",0,0,1,0,0,0,0,2017,"2017-06-17",61.7,1,654
"857",0,0,0,1,0,0,0,2017,"2017-06-18",63.8,1,593
"858",0,1,0,0,0,0,0,2017,"2017-06-19",64.7,1,819
"859",0,0,0,0,0,1,0,2017,"2017-06-20",63.4,1,813
"860",0,0,0,0,0,0,1,2017,"2017-06-21",62.6,1,744
"861",1,0,0,0,0,0,0,2017,"2017-06-23",64.9,1,793
"862",0,0,1,0,0,0,0,2017,"2017-06-24",67.2,1,753
"863",0,0,0,1,0,0,0,2017,"2017-06-25",68.8,0,590
"864",0,1,0,0,0,0,0,2017,"2017-06-26",66.7,0,669
"865",0,0,0,0,0,1,0,2017,"2017-06-27",64.3,0,757
"866",0,0,0,0,0,0,1,2017,"2017-06-28",65.4,0,730
"867",0,0,0,0,1,0,0,2017,"2017-06-29",65.6,0,767
"868",1,0,0,0,0,0,0,2017,"2017-06-30",66.9,0,747
"869",0,0,1,0,0,0,0,2017,"2017-07-01",67.7,0,595
"870",0,0,0,1,0,0,0,2017,"2017-07-02",68.7,1,537
"871",0,1,0,0,0,0,0,2017,"2017-07-03",70.9,1,617
"872",0,0,0,0,0,0,1,2017,"2017-07-05",67.9,0,706
"873",0,0,0,0,1,0,0,2017,"2017-07-06",61.7,0,611
"874",1,0,0,0,0,0,0,2017,"2017-07-07",66,1,674
"875",0,0,1,0,0,0,0,2017,"2017-07-08",67.3,1,585
"876",0,0,0,1,0,0,0,2017,"2017-07-09",69.6,0,512
"877",0,1,0,0,0,0,0,2017,"2017-07-10",68.3,0,667
"878",0,0,0,0,0,1,0,2017,"2017-07-11",68.8,1,638
"879",0,0,0,0,0,0,1,2017,"2017-07-12",70.8,1,677
"880",0,0,0,0,1,0,0,2017,"2017-07-13",70.8,1,759
"881",1,0,0,0,0,0,0,2017,"2017-07-14",63.7,0,707
"882",0,0,1,0,0,0,0,2017,"2017-07-15",64.3,0,649
"883",0,0,0,1,0,0,0,2017,"2017-07-16",69.3,1,515
"884",0,1,0,0,0,0,0,2017,"2017-07-17",67.3,1,639
"885",0,0,0,0,0,1,0,2017,"2017-07-18",69.4,1,706
"886",0,0,0,0,0,0,1,2017,"2017-07-19",71.6,1,747
"887",0,0,0,0,1,0,0,2017,"2017-07-20",74.7,1,774
"888",1,0,0,0,0,0,0,2017,"2017-07-21",75.6,1,733
"889",0,0,1,0,0,0,0,2017,"2017-07-22",74,0,648
"890",0,0,0,1,0,0,0,2017,"2017-07-23",68.4,0,554
"891",0,1,0,0,0,0,0,2017,"2017-07-24",63,0,620
"892",0,0,0,0,0,1,0,2017,"2017-07-25",62.8,0,595
"893",0,0,0,0,0,0,1,2017,"2017-07-26",63.6,0,635
"894",0,0,0,0,1,0,0,2017,"2017-07-27",61.8,0,610
"895",1,0,0,0,0,0,0,2017,"2017-07-28",69.2,0,685
"896",0,0,1,0,0,0,0,2017,"2017-07-29",65.1,0,512
"897",0,0,0,1,0,0,0,2017,"2017-07-30",67.1,0,606
"898",0,1,0,0,0,0,0,2017,"2017-07-31",63.9,0,656
"899",0,0,0,0,0,1,0,2017,"2017-08-01",68.2,0,705
"900",0,0,0,0,0,0,1,2017,"2017-08-02",68.6,0,618
"901",0,0,0,0,1,0,0,2017,"2017-08-03",67.5,1,713
"902",1,0,0,0,0,0,0,2017,"2017-08-04",67.7,1,758
"903",0,0,1,0,0,0,0,2017,"2017-08-05",67.7,1,573
"904",0,0,0,1,0,0,0,2017,"2017-08-06",69.4,0,519
"905",0,1,0,0,0,0,0,2017,"2017-08-07",67.5,0,606
"906",0,0,0,0,0,1,0,2017,"2017-08-08",65.2,0,631
"907",0,0,0,0,0,0,1,2017,"2017-08-09",67.1,1,655
"908",0,0,0,0,1,0,0,2017,"2017-08-10",67.8,1,650
"909",1,0,0,0,0,0,0,2017,"2017-08-11",67.6,1,655
"910",0,0,1,0,0,0,0,2017,"2017-08-12",65.9,1,526
"911",0,0,0,1,0,0,0,2017,"2017-08-13",71,1,563
"912",0,1,0,0,0,0,0,2017,"2017-08-14",67.7,1,602
"913",0,0,0,0,0,1,0,2017,"2017-08-15",67.8,1,577
"914",0,0,0,0,0,0,1,2017,"2017-08-16",71.1,1,600
"915",0,0,0,0,1,0,0,2017,"2017-08-17",68,0,639
"916",1,0,0,0,0,0,0,2017,"2017-08-18",66.6,0,612
"917",0,0,1,0,0,0,0,2017,"2017-08-19",71.8,1,638
"918",0,0,0,1,0,0,0,2017,"2017-08-20",72.8,1,538
"919",0,1,0,0,0,0,0,2017,"2017-08-21",69.9,0,627
"920",0,0,0,0,0,1,0,2017,"2017-08-22",70.5,0,684
"921",0,0,0,0,0,0,1,2017,"2017-08-23",72.3,0,629
"922",0,0,0,0,1,0,0,2017,"2017-08-24",70,0,631
"923",1,0,0,0,0,0,0,2017,"2017-08-25",66.4,0,633
"924",0,0,1,0,0,0,0,2017,"2017-08-26",64.1,0,570
"925",0,0,0,1,0,0,0,2017,"2017-08-27",62.3,0,498
"926",0,1,0,0,0,0,0,2017,"2017-08-28",62.7,0,584
"927",0,0,0,0,0,1,0,2017,"2017-08-29",62,0,614
"928",0,0,0,0,0,0,1,2017,"2017-08-30",61.8,0,671
"929",0,0,0,0,1,0,0,2017,"2017-08-31",66.2,0,618
"930",1,0,0,0,0,0,0,2017,"2017-09-01",62.7,0,681
"931",0,0,1,0,0,0,0,2017,"2017-09-02",58.7,0,562
"932",0,0,0,1,0,0,0,2017,"2017-09-03",60,1,518
"933",0,1,0,0,0,0,0,2017,"2017-09-04",65.4,0,532
"934",0,0,0,0,0,1,0,2017,"2017-09-05",68.1,0,707
"935",0,0,0,0,0,0,1,2017,"2017-09-06",69.6,0,608
"936",0,0,0,0,1,0,0,2017,"2017-09-07",67.1,1,790
"937",1,0,0,0,0,0,0,2017,"2017-09-08",65.4,0,740
"938",0,0,1,0,0,0,0,2017,"2017-09-09",63.1,0,608
"939",0,0,0,1,0,0,0,2017,"2017-09-10",61.1,0,533
"940",0,1,0,0,0,0,0,2017,"2017-09-11",63.6,0,735
"941",0,0,0,0,0,1,0,2017,"2017-09-12",65.3,0,680
"942",0,0,0,0,0,0,1,2017,"2017-09-13",67.5,0,738
"943",0,0,0,0,1,0,0,2017,"2017-09-14",67.4,1,728
"944",0,0,1,0,0,0,0,2017,"2017-09-16",66.8,1,623
"945",0,0,0,1,0,0,0,2017,"2017-09-17",64.7,1,586
"946",0,1,0,0,0,0,0,2017,"2017-09-18",65.7,1,672
"947",0,0,0,0,0,1,0,2017,"2017-09-19",65.5,1,661
"948",0,0,0,0,0,0,1,2017,"2017-09-20",66.1,0,583
"949",0,0,0,0,1,0,0,2017,"2017-09-21",63.9,0,535
"950",1,0,0,0,0,0,0,2017,"2017-09-22",61.3,0,614
"951",0,0,1,0,0,0,0,2017,"2017-09-23",62.6,1,631
"952",0,0,0,1,0,0,0,2017,"2017-09-24",65.3,1,587
"953",0,1,0,0,0,0,0,2017,"2017-09-25",64.2,1,726
"954",0,0,0,0,0,1,0,2017,"2017-09-26",65.9,1,656
"955",0,0,0,0,0,0,1,2017,"2017-09-27",68.7,1,696
"956",0,0,0,0,1,0,0,2017,"2017-09-28",69.4,1,740
"957",1,0,0,0,0,0,0,2017,"2017-09-29",59.6,0,757
"958",0,0,1,0,0,0,0,2017,"2017-09-30",56.3,0,550
"959",0,0,0,1,0,0,0,2017,"2017-10-01",55.5,0,571
"960",0,1,0,0,0,0,0,2017,"2017-10-02",58,0,739
"961",0,0,0,0,0,1,0,2017,"2017-10-03",54.1,0,687
"962",0,0,0,0,0,0,1,2017,"2017-10-04",59.3,0,711
"963",0,0,0,0,1,0,0,2017,"2017-10-05",63.7,0,657
"964",1,0,0,0,0,0,0,2017,"2017-10-06",64.9,1,649
"965",0,0,1,0,0,0,0,2017,"2017-10-07",63.8,1,570
"966",0,0,0,1,0,0,0,2017,"2017-10-08",65.8,0,521
"967",0,1,0,0,0,0,0,2017,"2017-10-09",66.3,0,546
"968",0,0,0,0,0,1,0,2017,"2017-10-10",68.8,1,768
"969",0,0,0,0,0,0,1,2017,"2017-10-11",62.1,0,628
"970",0,0,0,0,1,0,0,2017,"2017-10-12",57.1,0,603
"971",1,0,0,0,0,0,0,2017,"2017-10-13",56.4,0,658
"972",0,0,1,0,0,0,0,2017,"2017-10-14",62.4,0,567
"973",0,0,0,1,0,0,0,2017,"2017-10-15",63.3,1,496
"974",0,1,0,0,0,0,0,2017,"2017-10-16",62.3,0,641
"975",0,0,0,0,0,1,0,2017,"2017-10-17",51.1,0,736
"976",0,0,0,0,0,0,1,2017,"2017-10-18",56.7,0,737
"977",0,0,0,0,1,0,0,2017,"2017-10-19",59.7,0,766
"978",1,0,0,0,0,0,0,2017,"2017-10-20",62,0,823
"979",0,0,1,0,0,0,0,2017,"2017-10-21",58.8,0,583
"980",0,0,0,1,0,0,0,2017,"2017-10-22",60.6,0,528
"981",0,1,0,0,0,0,0,2017,"2017-10-23",59.5,1,669
"982",0,0,0,0,0,1,0,2017,"2017-10-24",64.3,0,685
"983",0,0,0,0,0,0,1,2017,"2017-10-25",65.1,0,648
"984",0,0,0,0,1,0,0,2017,"2017-10-26",60.1,0,658
"985",1,0,0,0,0,0,0,2017,"2017-10-27",54.1,0,759
"986",0,0,1,0,0,0,0,2017,"2017-10-28",55.1,0,615
"987",0,0,0,1,0,0,0,2017,"2017-10-29",60.4,0,613
"988",0,0,0,0,0,1,0,2017,"2017-10-31",57.7,0,696
"989",0,0,0,0,0,0,1,2017,"2017-11-01",50.6,0,607
"990",0,0,0,0,1,0,0,2017,"2017-11-02",58.9,0,746
"991",1,0,0,0,0,0,0,2017,"2017-11-03",58.7,1,776
"992",0,0,1,0,0,0,0,2017,"2017-11-04",53.6,0,613
"993",0,0,0,1,0,0,0,2017,"2017-11-05",54.5,0,519
"994",0,1,0,0,0,0,0,2017,"2017-11-06",62.2,1,682
"995",0,0,0,0,0,1,0,2017,"2017-11-07",53,0,710
"996",0,0,0,0,0,0,1,2017,"2017-11-08",47,0,662
"997",0,0,0,0,1,0,0,2017,"2017-11-09",48.3,0,702
"998",1,0,0,0,0,0,0,2017,"2017-11-10",44.6,0,724
"999",0,0,1,0,0,0,0,2017,"2017-11-11",30.2,0,623
"1000",0,0,0,1,0,0,0,2017,"2017-11-12",35.8,0,539
"1001",0,1,0,0,0,0,0,2017,"2017-11-13",48.8,0,699
"1002",0,0,0,0,0,1,0,2017,"2017-11-14",46.1,0,647
"1003",0,0,0,0,0,0,1,2017,"2017-11-15",43.9,0,713
"1004",0,0,0,0,1,0,0,2017,"2017-11-16",46.6,0,811
"1005",1,0,0,0,0,0,0,2017,"2017-11-17",43.8,0,814
"1006",0,0,1,0,0,0,0,2017,"2017-11-18",43.5,0,629
"1007",0,0,0,1,0,0,0,2017,"2017-11-19",54.8,0,573
"1008",0,1,0,0,0,0,0,2017,"2017-11-20",40.5,0,748
"1009",0,0,0,0,0,1,0,2017,"2017-11-21",51.1,0,790
"1010",0,0,0,0,0,0,1,2017,"2017-11-22",54.2,0,774
"1011",0,0,0,0,1,0,0,2017,"2017-11-23",38.7,0,469
"1012",1,0,0,0,0,0,0,2017,"2017-11-24",40.8,0,502
"1013",0,0,1,0,0,0,0,2017,"2017-11-25",50.1,0,456
"1014",0,0,0,1,0,0,0,2017,"2017-11-26",48.9,0,485
"1015",0,1,0,0,0,0,0,2017,"2017-11-27",43,0,635
"1016",0,0,0,0,0,1,0,2017,"2017-11-28",37.9,0,649
"1017",0,0,0,0,0,0,1,2017,"2017-11-29",52.2,0,701
"1018",0,0,0,0,1,0,0,2017,"2017-11-30",43.2,0,663
"1019",1,0,0,0,0,0,0,2017,"2017-12-01",48.2,0,772
"1020",0,0,1,0,0,0,0,2017,"2017-12-02",42.5,0,575
"1021",0,0,0,1,0,0,0,2017,"2017-12-03",42.6,0,448
"1022",0,1,0,0,0,0,0,2017,"2017-12-04",40.9,0,684
"1023",0,0,0,0,0,1,0,2017,"2017-12-05",42,0,704
"1024",0,0,0,0,0,0,1,2017,"2017-12-06",51.3,0,651
"1025",0,0,0,0,1,0,0,2017,"2017-12-07",43.4,0,693
"1026",1,0,0,0,0,0,0,2017,"2017-12-08",41,0,682
"1027",0,0,1,0,0,0,0,2017,"2017-12-09",38.7,0,538
"1028",0,0,0,1,0,0,0,2017,"2017-12-10",39,0,513
"1029",0,1,0,0,0,0,0,2017,"2017-12-11",38.4,0,725
"1030",0,0,0,0,0,1,0,2017,"2017-12-12",42.6,0,687
"1031",0,0,0,0,0,0,1,2017,"2017-12-13",32.8,0,709
"1032",0,0,1,0,0,0,0,2017,"2017-12-16",30.9,0,661
"1033",0,0,0,1,0,0,0,2017,"2017-12-17",27.6,0,547
"1034",0,1,0,0,0,0,0,2017,"2017-12-18",32.7,0,706
"1035",0,0,0,0,0,1,0,2017,"2017-12-19",44.9,0,657
"1036",0,0,0,0,0,0,1,2017,"2017-12-20",44.3,0,700
"1037",0,0,0,0,1,0,0,2017,"2017-12-21",32.4,0,742
"1038",1,0,0,0,0,0,0,2017,"2017-12-22",32.7,0,720
"1039",0,0,1,0,0,0,0,2017,"2017-12-23",45.6,1,565
"1040",0,0,0,1,0,0,0,2017,"2017-12-24",41.9,0,469
"1041",0,0,0,0,0,1,0,2017,"2017-12-26",29.5,0,543
"1042",0,0,0,0,0,0,1,2017,"2017-12-27",21.9,0,577
"1043",0,0,0,0,1,0,0,2017,"2017-12-28",15.3,0,609
"1044",1,0,0,0,0,0,0,2017,"2017-12-29",13.7,0,598
"1045",0,0,1,0,0,0,0,2017,"2017-12-30",16.7,0,565
"1046",0,0,0,1,0,0,0,2017,"2017-12-31",21,0,462
"1047",0,1,0,0,0,0,0,2018,"2018-01-01",9.5,0,453
"1048",0,0,0,0,0,1,0,2018,"2018-01-02",14.7,0,654
"1049",0,0,0,0,0,0,1,2018,"2018-01-03",25.6,0,645
"1050",0,0,0,0,1,0,0,2018,"2018-01-04",37.1,0,464
"1051",1,0,0,0,0,0,0,2018,"2018-01-05",23,0,700
"1052",0,0,1,0,0,0,0,2018,"2018-01-06",13.2,0,599
"1053",0,0,0,1,0,0,0,2018,"2018-01-07",9.3,0,475
"1054",0,1,0,0,0,0,0,2018,"2018-01-08",35,0,720
"1055",0,0,0,0,0,1,0,2018,"2018-01-09",38.3,0,684
"1056",0,0,0,0,0,0,1,2018,"2018-01-10",31.4,0,687
"1057",0,0,0,0,1,0,0,2018,"2018-01-11",38.5,0,696
"1058",1,0,0,0,0,0,0,2018,"2018-01-12",43.7,1,704
"1059",0,0,1,0,0,0,0,2018,"2018-01-13",45.4,1,603
"1060",0,0,0,1,0,0,0,2018,"2018-01-14",27,0,494
