"","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","collision_date","temp","fog","NUM_COLLISIONS"
"1061",0,1,0,0,0,0,0,2018,"2018-01-15",31.6,0,523
"1062",0,0,0,0,0,1,0,2018,"2018-01-16",32.3,0,617
"1063",0,0,0,0,0,0,1,2018,"2018-01-17",36,1,611
"1064",0,0,0,0,1,0,0,2018,"2018-01-18",32.4,0,634
"1065",1,0,0,0,0,0,0,2018,"2018-01-19",28.9,0,599
"1066",0,0,1,0,0,0,0,2018,"2018-01-20",38.1,0,530
"1067",0,1,0,0,0,0,0,2018,"2018-01-22",36.4,0,559
"1068",0,0,0,0,0,1,0,2018,"2018-01-23",45.3,1,531
"1069",0,0,0,0,0,0,1,2018,"2018-01-24",41.1,1,615
"1070",0,0,0,0,1,0,0,2018,"2018-01-25",28,0,602
"1071",1,0,0,0,0,0,0,2018,"2018-01-26",25.3,0,677
"1072",0,0,1,0,0,0,0,2018,"2018-01-27",36.8,0,510
"1073",0,1,0,0,0,0,0,2018,"2018-01-29",40.3,1,531
"1074",0,0,0,0,0,1,0,2018,"2018-01-30",31.9,1,579
"1075",0,0,0,0,0,0,1,2018,"2018-01-31",25,0,596
"1076",0,0,0,0,1,0,0,2018,"2018-02-01",38.3,0,594
"1077",1,0,0,0,0,0,0,2018,"2018-02-02",34.2,0,617
"1078",0,0,1,0,0,0,0,2018,"2018-02-03",19.8,0,478
"1079",0,0,0,1,0,0,0,2018,"2018-02-04",37.8,0,541
"1080",0,1,0,0,0,0,0,2018,"2018-02-05",42.5,1,706
"1081",0,0,0,0,0,1,0,2018,"2018-02-06",30,0,545
"1082",0,0,0,0,0,0,1,2018,"2018-02-07",36.4,1,653
"1083",0,0,0,0,1,0,0,2018,"2018-02-08",34.6,0,616
"1084",1,0,0,0,0,0,0,2018,"2018-02-09",28.3,0,583
"1085",0,0,1,0,0,0,0,2018,"2018-02-10",41.6,0,549
"1086",0,0,0,1,0,0,0,2018,"2018-02-11",46.3,1,479
"1087",0,1,0,0,0,0,0,2018,"2018-02-12",45,1,543
"1088",0,0,0,0,0,1,0,2018,"2018-02-13",31.5,0,613
"1089",0,0,0,0,0,0,1,2018,"2018-02-14",36.9,0,671
"1090",0,0,0,0,1,0,0,2018,"2018-02-15",40.8,1,645
"1091",1,0,0,0,0,0,0,2018,"2018-02-16",44.8,1,582
"1092",0,0,1,0,0,0,0,2018,"2018-02-17",35.9,0,604
"1093",0,0,0,1,0,0,0,2018,"2018-02-18",39.4,0,472
"1094",0,1,0,0,0,0,0,2018,"2018-02-19",38.1,0,435
"1095",0,0,0,0,0,1,0,2018,"2018-02-20",45.6,1,535
"1096",0,0,0,0,0,0,1,2018,"2018-02-21",45.9,1,601
"1097",0,0,0,0,1,0,0,2018,"2018-02-22",43.1,1,550
"1098",1,0,0,0,0,0,0,2018,"2018-02-23",37.5,0,548
"1099",0,0,1,0,0,0,0,2018,"2018-02-24",42.3,1,540
"1100",0,0,0,1,0,0,0,2018,"2018-02-25",42.5,1,448
"1101",0,1,0,0,0,0,0,2018,"2018-02-26",42.1,1,557
"1102",0,0,0,0,0,1,0,2018,"2018-02-27",40.3,0,631
"1103",0,0,0,0,0,0,1,2018,"2018-02-28",42.6,0,654
"1104",0,0,0,0,1,0,0,2018,"2018-03-01",46.7,0,619
"1105",0,0,1,0,0,0,0,2018,"2018-03-03",40.2,0,609
"1106",0,0,0,1,0,0,0,2018,"2018-03-04",39.6,0,457
"1107",0,1,0,0,0,0,0,2018,"2018-03-05",37.8,0,616
"1108",0,0,0,0,0,1,0,2018,"2018-03-06",37.7,0,676
"1109",0,0,0,0,0,0,1,2018,"2018-03-07",38.1,0,517
"1110",0,0,0,0,1,0,0,2018,"2018-03-08",39.6,0,633
"1111",1,0,0,0,0,0,0,2018,"2018-03-09",35.5,1,751
"1112",0,0,1,0,0,0,0,2018,"2018-03-10",38.1,0,567
"1113",0,0,0,1,0,0,0,2018,"2018-03-11",36.3,0,465
"1114",0,1,0,0,0,0,0,2018,"2018-03-12",36.7,0,679
"1115",0,0,0,0,0,1,0,2018,"2018-03-13",35,1,578
"1116",0,0,0,0,0,0,1,2018,"2018-03-14",34.8,0,652
"1117",0,0,0,0,1,0,0,2018,"2018-03-15",36.5,0,689
"1118",1,0,0,0,0,0,0,2018,"2018-03-16",36.1,0,753
"1119",0,0,1,0,0,0,0,2018,"2018-03-17",33.3,0,562
"1120",0,0,0,1,0,0,0,2018,"2018-03-18",27.2,0,526
"1121",0,1,0,0,0,0,0,2018,"2018-03-19",30.5,0,686
"1122",0,0,0,0,0,1,0,2018,"2018-03-20",32.5,0,597
"1123",0,0,0,0,0,0,1,2018,"2018-03-21",36.8,0,477
"1124",0,0,0,0,1,0,0,2018,"2018-03-22",36.1,0,760
"1125",1,0,0,0,0,0,0,2018,"2018-03-23",37.5,0,732
"1126",0,0,1,0,0,0,0,2018,"2018-03-24",36.3,0,550
"1127",0,0,0,1,0,0,0,2018,"2018-03-25",35.8,0,491
"1128",0,1,0,0,0,0,0,2018,"2018-03-26",36.4,0,710
"1129",0,0,0,0,0,1,0,2018,"2018-03-27",37.6,0,627
"1130",0,0,0,0,0,0,1,2018,"2018-03-28",40.4,0,629
"1131",0,0,0,0,1,0,0,2018,"2018-03-29",41.6,0,613
"1132",1,0,0,0,0,0,0,2018,"2018-03-30",46.8,1,580
"1133",0,0,1,0,0,0,0,2018,"2018-03-31",43.6,0,589
"1134",0,1,0,0,0,0,0,2018,"2018-04-02",37.7,1,562
"1135",0,0,0,0,0,1,0,2018,"2018-04-03",35.3,0,551
"1136",0,0,0,0,0,0,1,2018,"2018-04-04",47.3,1,554
"1137",0,0,0,0,1,0,0,2018,"2018-04-05",39.9,0,531
"1138",1,0,0,0,0,0,0,2018,"2018-04-06",38,0,515
"1139",0,0,1,0,0,0,0,2018,"2018-04-07",43.5,0,487
"1140",0,0,0,1,0,0,0,2018,"2018-04-08",37.9,0,468
"1141",0,1,0,0,0,0,0,2018,"2018-04-09",36.3,0,625
"1142",0,0,0,0,0,1,0,2018,"2018-04-10",37.7,0,668
"1143",0,0,0,0,0,0,1,2018,"2018-04-11",37.9,0,612
"1144",0,0,0,0,1,0,0,2018,"2018-04-12",42.8,0,610
"1145",1,0,0,0,0,0,0,2018,"2018-04-13",47.7,1,755
"1146",0,0,1,0,0,0,0,2018,"2018-04-14",47.7,0,624
"1147",0,0,0,1,0,0,0,2018,"2018-04-15",39.7,0,510
"1148",0,1,0,0,0,0,0,2018,"2018-04-16",44.7,1,741
"1149",0,0,0,0,0,1,0,2018,"2018-04-17",45.6,0,600
"1150",0,0,0,0,0,0,1,2018,"2018-04-18",41.9,0,662
"1151",0,0,0,0,1,0,0,2018,"2018-04-19",41.8,0,706
"1152",1,0,0,0,0,0,0,2018,"2018-04-20",43.2,0,707
"1153",0,0,1,0,0,0,0,2018,"2018-04-21",44.6,0,584
"1154",0,0,0,1,0,0,0,2018,"2018-04-22",46.3,0,568
"1155",0,1,0,0,0,0,0,2018,"2018-04-23",46.4,0,675
"1156",0,0,0,0,0,1,0,2018,"2018-04-24",44.7,0,671
"1157",0,0,0,0,0,0,1,2018,"2018-04-25",49.2,0,626
"1158",0,0,0,0,1,0,0,2018,"2018-04-26",50,1,729
"1159",1,0,0,0,0,0,0,2018,"2018-04-27",48.8,1,690
"1160",0,0,1,0,0,0,0,2018,"2018-04-28",49.5,1,604
"1161",0,0,0,1,0,0,0,2018,"2018-04-29",50.5,0,505
"1162",0,1,0,0,0,0,0,2018,"2018-04-30",46.2,0,656
"1163",0,0,0,0,0,1,0,2018,"2018-05-01",48.4,0,713
"1164",0,0,0,0,0,0,1,2018,"2018-05-02",54.5,0,792
"1165",0,0,0,0,1,0,0,2018,"2018-05-03",54,0,790
"1166",1,0,0,0,0,0,0,2018,"2018-05-04",53.3,0,723
"1167",0,0,1,0,0,0,0,2018,"2018-05-05",58,0,602
"1168",0,0,0,1,0,0,0,2018,"2018-05-06",52.5,1,495
"1169",0,1,0,0,0,0,0,2018,"2018-05-07",53,0,695
"1170",0,0,0,0,0,1,0,2018,"2018-05-08",48.4,1,736
"1171",0,0,0,0,0,0,1,2018,"2018-05-09",51.2,1,711
"1172",0,0,0,0,1,0,0,2018,"2018-05-10",51,1,663
"1173",1,0,0,0,0,0,0,2018,"2018-05-11",56.8,1,805
"1174",0,0,1,0,0,0,0,2018,"2018-05-12",48.9,0,602
"1175",0,0,0,1,0,0,0,2018,"2018-05-13",49.7,0,529
"1176",0,1,0,0,0,0,0,2018,"2018-05-14",50.5,1,689
"1177",0,0,0,0,0,1,0,2018,"2018-05-15",53.9,1,778
"1178",0,0,0,0,0,0,1,2018,"2018-05-16",55.3,0,686
"1179",0,0,0,0,1,0,0,2018,"2018-05-17",54.1,1,732
"1180",1,0,0,0,0,0,0,2018,"2018-05-18",52.2,1,616
"1181",0,0,1,0,0,0,0,2018,"2018-05-19",49.6,1,583
"1182",0,0,0,1,0,0,0,2018,"2018-05-20",56.5,1,578
"1183",0,1,0,0,0,0,0,2018,"2018-05-21",60.9,0,626
"1184",0,0,0,0,0,1,0,2018,"2018-05-22",54.6,0,689
"1185",0,0,0,0,0,0,1,2018,"2018-05-23",57.3,1,729
"1186",0,0,0,0,1,0,0,2018,"2018-05-24",56.3,0,770
"1187",1,0,0,0,0,0,0,2018,"2018-05-25",56.5,1,799
"1188",0,0,1,0,0,0,0,2018,"2018-05-26",58.8,1,601
"1189",0,0,0,1,0,0,0,2018,"2018-05-27",53.7,0,487
"1190",0,0,0,0,0,1,0,2018,"2018-05-29",57.7,1,809
"1191",0,0,0,0,0,0,1,2018,"2018-05-30",59.2,1,708
"1192",0,0,0,0,1,0,0,2018,"2018-05-31",55.1,1,698
"1193",1,0,0,0,0,0,0,2018,"2018-06-01",58.6,1,751
"1194",0,0,1,0,0,0,0,2018,"2018-06-02",63.1,1,622
"1195",0,0,0,1,0,0,0,2018,"2018-06-03",52.8,0,525
"1196",0,1,0,0,0,0,0,2018,"2018-06-04",51,0,698
"1197",0,0,0,0,0,1,0,2018,"2018-06-05",54.5,0,688
"1198",0,0,0,0,0,0,1,2018,"2018-06-06",54.8,0,651
"1199",0,0,0,0,1,0,0,2018,"2018-06-07",51.5,0,693
"1200",1,0,0,0,0,0,0,2018,"2018-06-08",54.8,1,757
"1201",0,0,1,0,0,0,0,2018,"2018-06-09",62.9,0,706
"1202",0,0,0,1,0,0,0,2018,"2018-06-10",61.5,1,533
"1203",0,1,0,0,0,0,0,2018,"2018-06-11",56.2,0,686
"1204",0,0,0,0,0,1,0,2018,"2018-06-12",55.3,0,720
"1205",0,0,0,0,0,0,1,2018,"2018-06-13",59.4,1,706
"1206",1,0,0,0,0,0,0,2018,"2018-06-15",59,0,728
"1207",0,0,1,0,0,0,0,2018,"2018-06-16",62.8,0,677
"1208",0,0,0,1,0,0,0,2018,"2018-06-17",66.7,0,627
"1209",0,1,0,0,0,0,0,2018,"2018-06-18",62.9,1,808
"1210",0,0,0,0,0,1,0,2018,"2018-06-19",67.7,1,812
"1211",0,0,0,0,0,0,1,2018,"2018-06-20",62.8,1,698
"1212",0,0,0,0,1,0,0,2018,"2018-06-21",63.4,1,815
"1213",1,0,0,0,0,0,0,2018,"2018-06-22",61.1,1,728
"1214",0,0,1,0,0,0,0,2018,"2018-06-23",59.2,1,513
"1215",0,0,0,1,0,0,0,2018,"2018-06-24",62.7,1,553
"1216",0,1,0,0,0,0,0,2018,"2018-06-25",63.8,1,733
"1217",0,0,0,0,0,1,0,2018,"2018-06-26",60.7,0,762
"1218",0,0,0,0,0,0,1,2018,"2018-06-27",62.7,0,540
"1219",0,0,0,0,1,0,0,2018,"2018-06-28",64.1,0,737
"1220",0,0,1,0,0,0,0,2018,"2018-06-30",71.1,0,651
"1221",0,0,0,1,0,0,0,2018,"2018-07-01",70.8,0,563
"1222",0,1,0,0,0,0,0,2018,"2018-07-02",68.4,0,719
"1223",0,0,0,0,0,1,0,2018,"2018-07-03",66.9,1,678
"1224",0,0,0,0,1,0,0,2018,"2018-07-05",71.7,1,720
"1225",1,0,0,0,0,0,0,2018,"2018-07-06",70.6,1,654
"1226",0,0,1,0,0,0,0,2018,"2018-07-07",67.3,0,526
"1227",0,0,0,1,0,0,0,2018,"2018-07-08",61.7,0,545
"1228",0,1,0,0,0,0,0,2018,"2018-07-09",60.9,0,672
"1229",0,0,0,0,0,1,0,2018,"2018-07-10",67.2,0,727
"1230",0,0,0,0,0,0,1,2018,"2018-07-11",68.3,0,627
"1231",0,0,0,0,1,0,0,2018,"2018-07-12",68.2,0,642
"1232",1,0,0,0,0,0,0,2018,"2018-07-13",64.8,0,726
"1233",0,0,1,0,0,0,0,2018,"2018-07-14",64.9,0,577
"1234",0,0,0,1,0,0,0,2018,"2018-07-15",65.5,1,564
"1235",0,1,0,0,0,0,0,2018,"2018-07-16",68.7,1,719
"1236",0,0,0,0,0,1,0,2018,"2018-07-17",70.5,1,680
"1237",0,0,0,0,0,0,1,2018,"2018-07-18",71.2,0,688
"1238",0,0,0,0,1,0,0,2018,"2018-07-19",67.9,0,739
"1239",1,0,0,0,0,0,0,2018,"2018-07-20",64.3,0,700
"1240",0,0,1,0,0,0,0,2018,"2018-07-21",59.8,1,622
"1241",0,0,0,1,0,0,0,2018,"2018-07-22",66.5,1,540
"1242",0,1,0,0,0,0,0,2018,"2018-07-23",69.9,0,614
"1243",0,0,0,0,0,1,0,2018,"2018-07-24",69.2,1,654
"1244",0,0,0,0,0,0,1,2018,"2018-07-25",69.8,1,657
"1245",0,0,0,0,1,0,0,2018,"2018-07-26",69.8,0,606
"1246",1,0,0,0,0,0,0,2018,"2018-07-27",70.6,1,753
"1247",0,0,1,0,0,0,0,2018,"2018-07-28",69.7,1,637
"1248",0,0,0,1,0,0,0,2018,"2018-07-29",72.9,1,463
"1249",0,1,0,0,0,0,0,2018,"2018-07-30",71.3,0,580
"1250",0,0,0,0,0,1,0,2018,"2018-07-31",68.9,1,709
"1251",0,0,0,0,0,0,1,2018,"2018-08-01",69.2,1,660
"1252",0,0,0,0,1,0,0,2018,"2018-08-02",73.7,0,722
"1253",1,0,0,0,0,0,0,2018,"2018-08-03",73.7,1,749
"1254",0,0,1,0,0,0,0,2018,"2018-08-04",71.8,1,605
"1255",0,0,0,1,0,0,0,2018,"2018-08-05",74.3,0,573
"1256",0,1,0,0,0,0,0,2018,"2018-08-06",74.8,0,632
"1257",0,0,0,0,0,1,0,2018,"2018-08-07",75.8,0,658
"1258",0,0,0,0,0,0,1,2018,"2018-08-08",74.6,1,656
"1259",0,0,0,0,1,0,0,2018,"2018-08-09",74.9,1,709
"1260",1,0,0,0,0,0,0,2018,"2018-08-10",76.9,0,707
"1261",0,0,1,0,0,0,0,2018,"2018-08-11",68.8,0,568
"1262",0,0,0,1,0,0,0,2018,"2018-08-12",70.9,0,499
"1263",0,1,0,0,0,0,0,2018,"2018-08-13",69.1,1,617
"1264",0,0,0,0,0,1,0,2018,"2018-08-14",72.8,1,701
"1265",0,0,0,0,0,0,1,2018,"2018-08-15",74.1,0,645
"1266",0,0,0,0,1,0,0,2018,"2018-08-16",77.2,0,647
"1267",1,0,0,0,0,0,0,2018,"2018-08-17",74.9,1,703
"1268",0,0,1,0,0,0,0,2018,"2018-08-18",73.9,1,579
"1269",0,0,0,1,0,0,0,2018,"2018-08-19",68.5,0,490
"1270",0,1,0,0,0,0,0,2018,"2018-08-20",66.7,0,562
"1271",0,0,0,0,0,1,0,2018,"2018-08-21",66.7,0,580
"1272",0,0,0,0,0,0,1,2018,"2018-08-22",68.1,1,599
"1273",0,0,0,0,1,0,0,2018,"2018-08-23",70,0,610
"1274",1,0,0,0,0,0,0,2018,"2018-08-24",67.1,0,681
"1275",0,0,1,0,0,0,0,2018,"2018-08-25",66.5,1,552
"1276",0,0,0,1,0,0,0,2018,"2018-08-26",68.2,0,528
"1277",0,1,0,0,0,0,0,2018,"2018-08-27",73.1,0,651
"1278",0,0,0,0,0,1,0,2018,"2018-08-28",73,1,715
"1279",0,0,0,0,0,0,1,2018,"2018-08-29",75.3,0,685
"1280",0,0,0,0,1,0,0,2018,"2018-08-30",76.2,0,736
"1281",1,0,0,0,0,0,0,2018,"2018-08-31",69.9,0,623
"1282",0,0,1,0,0,0,0,2018,"2018-09-01",65,0,529
"1283",0,0,0,1,0,0,0,2018,"2018-09-02",67,0,528
"1284",0,1,0,0,0,0,0,2018,"2018-09-03",69.9,0,533
"1285",0,0,0,0,0,1,0,2018,"2018-09-04",75.7,1,786
"1286",0,0,0,0,0,0,1,2018,"2018-09-05",69.2,1,768
"1287",0,0,0,0,1,0,0,2018,"2018-09-06",72.6,0,822
"1288",1,0,0,0,0,0,0,2018,"2018-09-07",71.1,0,671
"1289",0,0,1,0,0,0,0,2018,"2018-09-08",66.6,0,568
"1290",0,0,0,1,0,0,0,2018,"2018-09-09",62.6,0,556
"1291",0,1,0,0,0,0,0,2018,"2018-09-10",62.3,0,650
"1292",0,0,0,0,0,1,0,2018,"2018-09-11",68.9,1,544
"1293",0,0,0,0,0,0,1,2018,"2018-09-12",71,1,783
"1294",0,0,0,0,1,0,0,2018,"2018-09-13",66.1,1,718
"1295",1,0,0,0,0,0,0,2018,"2018-09-14",64.9,1,684
"1296",0,0,1,0,0,0,0,2018,"2018-09-15",65.9,1,596
"1297",0,0,0,1,0,0,0,2018,"2018-09-16",63.9,1,597
"1298",0,1,0,0,0,0,0,2018,"2018-09-17",65.6,1,673
"1299",0,0,0,0,0,1,0,2018,"2018-09-18",71,0,740
"1300",0,0,0,0,0,0,1,2018,"2018-09-19",66.5,0,519
"1301",0,0,0,0,1,0,0,2018,"2018-09-20",63.7,0,659
"1302",1,0,0,0,0,0,0,2018,"2018-09-21",60.6,0,715
"1303",0,0,1,0,0,0,0,2018,"2018-09-22",68.8,0,562
"1304",0,0,0,1,0,0,0,2018,"2018-09-23",59.8,0,475
"1305",0,1,0,0,0,0,0,2018,"2018-09-24",57.4,0,594
"1306",0,0,0,0,0,1,0,2018,"2018-09-25",60.5,0,715
"1307",0,0,0,0,0,0,1,2018,"2018-09-26",69.4,0,755
"1308",0,0,0,0,1,0,0,2018,"2018-09-27",66.3,0,672
"1309",1,0,0,0,0,0,0,2018,"2018-09-28",60.5,0,712
"1310",0,0,1,0,0,0,0,2018,"2018-09-29",62.3,0,604
"1311",0,0,0,1,0,0,0,2018,"2018-09-30",61,1,510
"1312",0,1,0,0,0,0,0,2018,"2018-10-01",62,0,583
"1313",0,0,0,0,0,1,0,2018,"2018-10-02",64.7,0,613
"1314",0,0,0,0,0,0,1,2018,"2018-10-03",64.4,0,778
"1315",0,0,0,0,1,0,0,2018,"2018-10-04",60,0,717
"1316",1,0,0,0,0,0,0,2018,"2018-10-05",62.2,0,796
"1317",0,0,1,0,0,0,0,2018,"2018-10-06",55.5,0,544
"1318",0,0,0,1,0,0,0,2018,"2018-10-07",64.4,0,529
"1319",0,1,0,0,0,0,0,2018,"2018-10-08",60.7,0,501
"1320",0,0,0,0,0,1,0,2018,"2018-10-09",63.1,0,628
"1321",0,0,0,0,0,0,1,2018,"2018-10-10",66.2,1,708
"1322",0,0,0,0,1,0,0,2018,"2018-10-11",67.2,1,741
"1323",0,0,1,0,0,0,0,2018,"2018-10-13",53.2,0,577
"1324",0,0,0,1,0,0,0,2018,"2018-10-14",52.8,0,516
"1325",0,1,0,0,0,0,0,2018,"2018-10-15",57.1,0,692
"1326",0,0,0,0,0,1,0,2018,"2018-10-16",57.1,0,688
"1327",0,0,0,0,0,0,1,2018,"2018-10-17",55.6,0,699
"1328",0,0,0,0,1,0,0,2018,"2018-10-18",45.6,0,735
"1329",1,0,0,0,0,0,0,2018,"2018-10-19",49.2,0,787
"1330",0,0,1,0,0,0,0,2018,"2018-10-20",59.5,0,629
"1331",0,0,0,1,0,0,0,2018,"2018-10-21",48.5,0,593
"1332",0,1,0,0,0,0,0,2018,"2018-10-22",43.3,0,650
"1333",0,0,0,0,0,1,0,2018,"2018-10-23",51.5,0,681
"1334",0,0,0,0,0,0,1,2018,"2018-10-24",48.8,0,719
"1335",0,0,0,0,1,0,0,2018,"2018-10-25",45.3,0,763
"1336",1,0,0,0,0,0,0,2018,"2018-10-26",39.8,0,747
"1337",0,0,1,0,0,0,0,2018,"2018-10-27",50,0,757
"1338",0,0,0,1,0,0,0,2018,"2018-10-28",56.8,0,556
"1339",0,1,0,0,0,0,0,2018,"2018-10-29",54.9,0,696
"1340",0,0,0,0,0,1,0,2018,"2018-10-30",47.9,0,721
"1341",0,0,0,0,0,0,1,2018,"2018-10-31",45.9,0,646
"1342",0,0,0,0,1,0,0,2018,"2018-11-01",58,0,696
"1343",1,0,0,0,0,0,0,2018,"2018-11-02",60,0,746
"1344",0,0,1,0,0,0,0,2018,"2018-11-03",59.7,0,656
"1345",0,0,0,1,0,0,0,2018,"2018-11-04",47.7,0,502
"1346",0,1,0,0,0,0,0,2018,"2018-11-05",47.5,0,759
"1347",0,0,0,0,0,1,0,2018,"2018-11-06",56.8,1,679
"1348",0,0,0,0,0,0,1,2018,"2018-11-07",57.9,0,696
"1349",0,0,0,0,1,0,0,2018,"2018-11-08",52.1,0,631
"1350",0,0,1,0,0,0,0,2018,"2018-11-10",52.2,0,606
"1351",0,0,0,1,0,0,0,2018,"2018-11-11",39.9,0,500
"1352",0,1,0,0,0,0,0,2018,"2018-11-12",41.7,0,497
"1353",0,0,0,0,0,1,0,2018,"2018-11-13",51.9,0,754
"1354",0,0,0,0,0,0,1,2018,"2018-11-14",39.3,0,688
"1355",1,0,0,0,0,0,0,2018,"2018-11-16",42.8,0,720
"1356",0,0,1,0,0,0,0,2018,"2018-11-17",44.5,0,559
"1357",0,0,0,1,0,0,0,2018,"2018-11-18",41.7,0,470
"1358",0,1,0,0,0,0,0,2018,"2018-11-19",46.7,0,697
"1359",0,0,0,0,0,1,0,2018,"2018-11-20",48.2,0,695
"1360",0,0,0,0,0,0,1,2018,"2018-11-21",39.9,0,732
"1361",1,0,0,0,0,0,0,2018,"2018-11-23",23,0,476
"1362",0,0,1,0,0,0,0,2018,"2018-11-24",41.4,0,536
"1363",0,0,0,1,0,0,0,2018,"2018-11-25",47.7,0,483
"1364",0,1,0,0,0,0,0,2018,"2018-11-26",45.4,0,743
"1365",0,0,0,0,0,1,0,2018,"2018-11-27",46.9,0,609
"1366",0,0,0,0,0,0,1,2018,"2018-11-28",41,0,573
"1367",0,0,0,0,1,0,0,2018,"2018-11-29",41.3,0,646
"1368",1,0,0,0,0,0,0,2018,"2018-11-30",38.4,0,743
"1369",0,0,1,0,0,0,0,2018,"2018-12-01",38.3,0,601
"1370",0,0,0,1,0,0,0,2018,"2018-12-02",46,1,558
"1371",0,1,0,0,0,0,0,2018,"2018-12-03",51,1,697
"1372",0,0,0,0,0,1,0,2018,"2018-12-04",40.6,0,684
"1373",0,0,0,0,0,0,1,2018,"2018-12-05",31.6,0,652
"1374",0,0,0,0,1,0,0,2018,"2018-12-06",34.9,0,681
"1375",1,0,0,0,0,0,0,2018,"2018-12-07",38,0,705
"1376",0,0,1,0,0,0,0,2018,"2018-12-08",27.9,0,652
"1377",0,0,0,1,0,0,0,2018,"2018-12-09",29.7,0,465
"1378",0,1,0,0,0,0,0,2018,"2018-12-10",35.5,0,651
"1379",0,0,0,0,0,1,0,2018,"2018-12-11",32,0,707
"1380",0,0,0,0,0,0,1,2018,"2018-12-12",32.3,0,631
"1381",0,0,0,0,1,0,0,2018,"2018-12-13",30.9,0,686
"1382",0,0,1,0,0,0,0,2018,"2018-12-15",46.1,1,628
"1383",0,0,0,1,0,0,0,2018,"2018-12-16",43.8,0,622
"1384",0,1,0,0,0,0,0,2018,"2018-12-17",42.2,0,689
"1385",0,0,0,0,0,1,0,2018,"2018-12-18",33.3,0,731
"1386",0,0,0,0,0,0,1,2018,"2018-12-19",29.8,0,749
"1387",0,0,0,0,1,0,0,2018,"2018-12-20",38.6,0,806
"1388",1,0,0,0,0,0,0,2018,"2018-12-21",50.4,1,782
"1389",0,0,1,0,0,0,0,2018,"2018-12-22",48.3,1,568
"1390",0,0,0,1,0,0,0,2018,"2018-12-23",36.7,0,505
"1391",0,1,0,0,0,0,0,2018,"2018-12-24",35.2,0,580
"1392",0,0,0,0,0,0,1,2018,"2018-12-26",31.8,0,514
"1393",0,0,0,0,1,0,0,2018,"2018-12-27",34.7,0,582
"1394",1,0,0,0,0,0,0,2018,"2018-12-28",41.8,0,681
"1395",0,0,1,0,0,0,0,2018,"2018-12-29",48.4,1,499
"1396",0,1,0,0,0,0,0,2018,"2018-12-31",32,0,622
