"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","temp","dewp","wdsp","NUM_COLLISIONS"
"235",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2015,73,66.9,11.9,485
"236",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2015,76.4,69.6,13.5,795
"237",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,75.8,71,10.3,740
"238",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2015,73.8,71.2,5.6,716
"239",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,68.6,65.6,12.6,765
"240",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2015,67.7,59.2,8.8,554
"241",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2015,68.2,65,8.4,478
"242",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2015,67.6,57.8,14.5,579
"243",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2015,70.8,58.4,10.1,579
"244",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,72.8,61.9,6.2,748
"245",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2015,69.3,65.6,5.9,744
"246",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,70.1,66.5,6.4,760
"247",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2015,70.4,66.2,5.2,655
"248",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2015,70.7,65.3,8.9,556
"249",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2015,63.9,52.9,17.3,624
"250",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2015,63.5,55.8,10.4,571
"251",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,62.4,55.2,9.8,501
"252",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2015,61.5,54.2,9.2,619
"253",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,61.2,50.2,10.3,585
"254",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2015,59.4,47.2,11.4,557
"255",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2015,59.4,50.9,7,493
"256",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2015,66.8,62,6.7,586
"257",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2015,69.3,65.6,7.8,557
"258",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,70.5,68.3,15.5,634
"259",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2015,59.7,55.3,21.4,683
"260",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,56,53.3,22.5,798
"261",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,55.5,50.4,22.1,556
"262",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015,56.2,46.7,19.2,536
"263",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2015,58.6,52.1,17.1,597
"264",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2015,59.4,51.7,10.5,631
"265",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,57,50.5,5.4,668
"266",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2015,59.8,51.9,8.2,666
"267",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,58.9,52.7,10.9,764
"268",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,59.2,49.2,13.1,649
"269",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015,56,46.7,8.1,559
"270",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2015,60.2,55.1,7.6,505
"271",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2015,64.4,61.2,8.3,724
"272",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,63.8,57.7,11.2,658
"273",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2015,57.1,42,10.4,683
"274",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,60.1,47.3,11.7,676
"275",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,52.7,39.6,8.2,565
"276",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015,46.1,28,13.7,551
"277",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2015,42.8,24.8,12.6,667
"278",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2015,58.2,45.6,21.3,714
"279",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,62.7,52.4,8.7,720
"280",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2015,60.5,55.7,9.7,666
"281",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,56.2,43,15.4,742
"282",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,51.5,38.3,9.4,519
"283",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015,57,51.7,6.9,522
"284",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2015,52.3,39.8,12.9,698
"285",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2015,46.7,36.2,5.9,631
"286",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,53.8,46.9,13.2,689
"287",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2015,63.2,60.9,17.6,767
"288",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,57.4,41.6,11.1,688
"289",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,58.3,49.4,7.8,613
"290",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,54.4,50.7,6.4,655
"291",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,57,49.3,7.4,672
"292",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,58.9,55.9,7.6,690
"293",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,62.3,60.4,11.3,616
"294",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,61.4,54.7,10.9,500
"295",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,53.2,35.5,11,472
"296",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,51.4,37.7,7.9,615
"297",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,55.8,50.8,7.9,757
"298",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,56.1,53.7,20.5,530
"299",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,52.5,49,11.5,637
"300",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,58.3,47.5,16.9,677
"301",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,49,29,18.7,613
"302",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,47.6,32.3,14.3,500
"303",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,54,41.2,8.3,618
"304",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,45.3,31.2,11.9,684
"305",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,42.9,33.8,3.2,628
"306",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,50.4,43.6,11.8,797
"307",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,57,52.8,13.6,819
"308",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,48.8,34.7,14.3,597
"309",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,50.1,45.5,6.6,431
"310",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,45.2,35.2,17.4,704
"311",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,37.5,17,11.7,733
"312",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,39.6,26.8,4.3,717
"313",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,52.6,48.4,7.5,480
"314",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,54.5,50.4,9.4,508
"315",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,46.1,38.8,9.4,453
"316",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,40.5,26.7,11.3,611
"317",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,40.1,32.7,7.9,746
"318",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,53.6,51.9,9.1,655
"319",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,53.5,47.1,13,623
"320",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,45.6,32,10.9,680
"321",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,45.6,34,6.1,629
"322",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,45.4,40.9,6.2,485
"323",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,50.8,45.5,9.2,668
"324",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,47.4,42.3,11.3,618
"325",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,43.7,32.9,8.7,575
"326",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,51.1,46.4,9.3,668
"327",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,52.2,50,5.8,694
"328",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,55,46.1,9.8,578
"329",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,53.6,46.9,7.5,549
"330",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,52.6,48.2,7.9,637
"331",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,58,51.5,15,755
"332",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,46.5,35.5,12.3,673
"333",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,48.9,43.7,9.7,745
"334",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,54.2,52.4,11.3,767
"335",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,42.1,24.9,16.7,624
"336",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,38.5,19.5,14,500
"337",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,49.5,40.8,14.3,612
"338",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,54.8,52.1,11.3,699
"339",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,53.5,51.2,8.3,805
"340",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,57.7,55.8,15.6,603
"341",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,52.9,49,13.1,518
"342",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,40.9,30,18.5,490
"343",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,42.8,35.9,15.6,533
"344",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,44.8,40.6,8.8,501
"345",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,46.5,41.8,11,527
"346",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,44.4,29.4,15.5,432
"347",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,38.2,27.4,13.5,601
"348",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,27.7,18.1,20.3,640
"349",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,33.5,19.3,8.3,625
"350",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,40.5,29.9,6.8,542
"351",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,41.3,33.1,11.8,602
"352",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,45.9,38.6,9.3,554
"353",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,51.3,49,16.2,462
"354",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,43.2,30.5,17.5,680
"355",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,33,19.1,7.9,637
"356",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,32.9,18.2,18,605
"357",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,28.9,14.7,11.4,597
"358",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,36.5,25.6,7.2,722
"359",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,45.7,42.5,15.7,563
"360",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,40.2,32.3,7.7,451
"361",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,34.4,24.9,15.3,481
"362",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,25.5,4.8,21.7,662
"363",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,29.4,11.2,18.9,623
"364",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,30.9,10.8,14.5,666
"365",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,28,11.8,13.1,702
"366",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,34.5,27.9,25.6,517
"367",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,33.5,21.2,6.5,658
"368",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,42.2,36.4,11.1,734
"369",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,43,36.7,9.4,670
"370",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,35,24.4,4.3,681
"371",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,41.3,36.8,5.9,645
"372",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,37.8,27.3,11.6,596
"373",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,45,39,12.5,532
"374",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,47.6,43.1,11.8,716
"375",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,43.2,32.2,6.5,711
"376",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,42.6,37.8,11.9,579
"377",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,51.6,49.4,13,609
"378",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,40.8,38.4,17.9,607
"379",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,32.3,23.3,12.1,553
"380",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,36.4,31.4,25.8,501
"381",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,33.1,27.8,11.5,571
"382",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,33.5,28,4.2,537
"383",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,31.5,21.3,11.2,622
"384",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,19.3,4.2,14,628
"385",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,23.5,11.8,12.2,480
"386",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,44.5,41.7,18.5,615
"387",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,41.5,35.8,12,525
"388",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,36,23.1,12.5,592
"389",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,34.7,21.7,10.7,532
"390",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,42.8,36.4,12.5,555
"391",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,46.8,38.5,11.2,481
"392",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,41.8,31.7,9.2,615
"393",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,36.5,26.3,9.9,623
"394",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,46.9,43.7,12.7,660
"395",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,51,47.1,20.9,663
"396",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,40.2,23.9,20.8,476
"397",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,42.8,31.7,16.6,509
"398",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,47.8,40.9,17,616
"399",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2016,43.2,29,12.1,662
"400",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2016,45.7,38.8,18.2,653
"401",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2016,29.9,11.8,12.2,625
"402",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016,33.9,26.2,8.5,685
"403",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2016,34.8,22.6,20.8,601
"404",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016,33.2,18.7,3.1,500
"405",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2016,36.8,26.1,9,571
"406",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2016,44.4,36.5,8.5,632
"407",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2016,46.4,41.8,9.4,660
"408",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2016,49.6,43.8,10.9,629
"409",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016,46.8,42.9,10.1,672
"410",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2016,41.2,35.4,6.6,625
"411",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016,50.1,35.2,11.8,435
"412",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2016,43.8,33.8,12.3,640
"413",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2016,48.3,45.7,17.3,608
"414",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2016,45.2,41.9,15.7,629
"415",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2016,45.4,42.5,8.5,612
"416",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016,47,37,12.3,644
"417",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2016,40,21.4,10,540
"418",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016,37.2,22.6,11.3,479
"419",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2016,37.4,32,16,617
"420",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2016,40.8,23.9,16,628
"421",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2016,48.6,40.2,13.5,621
"422",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2016,45.1,38.1,11.3,635
"423",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016,50.8,48.5,10.8,546
"424",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2016,44.8,37.6,15.1,530
"425",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016,40,32.8,5.4,459
"426",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2016,45.1,41.4,11.8,658
"427",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2016,48.6,34.9,19.6,683
"428",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2016,43.4,24.8,13.2,650
"429",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2016,51,44.6,13.1,652
"430",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,54.8,52.5,18.2,702
"431",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,50.4,47.7,8.5,597
"432",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,41.7,32.9,17.5,585
"433",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,36.5,22.1,10.3,683
"434",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,35.1,23.5,19.5,672
"435",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,37,15.3,10.7,628
"436",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,50.9,44.8,21.9,630
"437",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,49.7,43.2,15.9,696
"438",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,41.8,25.1,9.7,557
"439",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,40.6,23.9,15.7,499
"440",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,47.8,38.9,12.8,624
"441",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,52.5,48.6,13.6,638
"442",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,46.7,34.2,12.9,700
"443",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,44,32.4,15.8,674
"444",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,46.4,28.4,17.6,733
"445",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,44.3,33.2,22.9,679
"446",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,45.8,36.5,15.4,568
"447",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,49.5,35.9,6,687
"448",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,46.9,40,7.9,732
"449",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,47.3,33.8,11.7,697
"450",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,49.6,39,13.4,694
"451",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,55.4,48.4,10.2,741
"452",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,53.4,49.8,9.3,649
"453",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,49.1,31.2,13.4,448
"454",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,48.4,36.3,9.2,488
"455",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,46.8,42.8,9.4,479
"456",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,45,36.9,7.8,510
"457",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,47.7,34.1,10.1,489
"458",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,46.1,33.9,9.4,517
"459",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,47.3,33.1,8.7,581
"460",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2016,45.2,36.3,6.1,484
"461",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2016,51.3,48,10.6,589
"462",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2016,48.2,45,9,711
"463",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2016,47.3,43.5,12.8,653
"464",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2016,45.5,43.9,21.5,626
"465",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2016,48.5,43.5,16.5,728
"466",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2016,52.5,48.8,8.1,571
"467",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2016,48.5,46.1,9.6,591
"468",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2016,54,40.6,13.8,646
"469",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2016,51.9,38.2,9,608
"470",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2016,55.6,42.2,7.6,699
"471",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2016,55.2,45.5,4.4,744
"472",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2016,55.5,51.7,8.3,766
"473",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2016,59.4,54,8.1,589
"474",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2016,55.7,46.4,16.3,510
"475",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2016,50.8,31.4,19.8,742
"476",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2016,55,44.5,11.9,624
