day,collision_date,NUM_COLLISIONS
7,2022-08-21,272
5,2021-02-19,202
7,2020-08-16,279
3,2013-03-13,636
7,2012-09-30,449
3,2012-09-19,612
1,2015-08-10,611
7,2017-10-01,571
1,2017-10-02,739
7,2017-09-03,518
4,2017-08-10,650
6,2012-07-28,513
7,2022-10-23,241
6,2023-06-24,285
3,2022-12-07,298
2,2020-05-26,224
4,2020-03-26,187
5,2020-01-24,524
6,2019-12-07,566
5,2019-11-22,633
6,2019-09-07,489
2,2023-11-14,266
3,2023-11-22,295
4,2024-01-11,290
1,2024-01-15,197
6,2024-01-13,254
5,2017-04-14,515
1,2016-11-07,699
4,2019-07-25,605
7,2019-08-04,499
1,2019-04-08,594
7,2016-09-25,572
4,2016-09-15,757
6,2016-07-30,599
5,2019-01-25,666
2,2019-01-29,681
5,2018-12-21,782
6,2014-05-31,587
5,2014-03-21,589
2,2014-01-21,1161
3,2018-07-11,627
3,2018-06-27,540
1,2018-06-11,686
3,2018-05-16,686
3,2021-04-21,283
5,2021-10-29,357
3,2021-07-21,330
4,2021-11-11,293
2,2022-02-15,289
3,2013-09-18,571
6,2013-08-10,495
4,2013-05-09,602
3,2013-04-10,580
1,2016-06-13,646
6,2016-05-14,589
7,2018-03-18,526
1,2018-01-22,559
4,2020-12-24,315
4,2021-01-07,285
4,2020-11-19,279
6,2020-08-22,328
6,2020-08-29,291
5,2013-03-15,607
1,2015-09-07,485
1,2015-09-14,579
2,2015-07-28,643
7,2017-11-05,519
3,2017-08-30,671
4,2017-07-13,759
3,2012-08-08,528
1,2012-07-16,528
7,2023-09-03,259
5,2023-01-06,234
2,2023-10-17,273
2,2020-04-14,135
6,2020-02-15,440
4,2019-11-14,545
3,2019-12-04,552
1,2023-03-06,257
4,2023-03-16,250
4,2023-04-27,237
7,2024-01-28,251
1,2024-02-12,245
4,2015-07-30,717
4,2015-06-04,552
4,2015-04-23,612
7,2017-05-07,514
6,2017-02-18,570
4,2019-04-25,518
2,2019-04-02,553
3,2016-10-19,676
1,2019-01-14,703
3,2015-01-14,506
1,2015-01-19,496
6,2018-09-01,529
4,2018-07-19,739
1,2021-04-19,320
7,2022-07-03,250
4,2022-01-13,268
5,2021-07-02,333
3,2022-02-09,272
5,2021-08-20,325
3,2022-04-20,282
7,2022-04-17,241
5,2022-07-15,312
6,2013-06-22,599
3,2013-05-01,576
6,2016-07-09,498
6,2016-05-07,571
6,2016-04-16,679
6,2018-04-14,624
2,2018-01-16,617
5,2020-12-04,372
7,2020-07-26,313
2,2013-02-19,477
3,2012-11-14,625
5,2012-10-26,598
1,2015-12-21,612
4,2015-11-26,383
5,2015-11-20,819
4,2015-08-13,714
3,2015-08-26,606
3,2017-10-25,648
6,2022-09-10,272
7,2023-06-04,256
1,2023-06-19,261
6,2022-11-05,294
4,2020-01-23,451
1,2019-12-16,519
6,2020-01-04,353
1,2019-10-14,400
6,2019-08-17,533
4,2023-09-14,305
4,2023-12-21,284
5,2015-04-03,491
2,2016-12-13,630
4,2019-08-15,560
5,2019-06-07,734
6,2019-06-01,557
4,2019-05-09,593
5,2019-04-26,500
2,2016-09-13,779
5,2016-08-19,707
6,2019-01-26,533
2,2014-11-25,599
5,2014-12-19,652
2,2014-03-25,474
4,2013-12-05,573
3,2013-10-09,529
4,2018-08-30,736
7,2018-09-02,528
4,2018-05-24,770
1,2021-05-10,279
1,2022-07-04,255
4,2021-08-19,286
2,2021-11-02,276
5,2021-12-03,343
5,2022-03-11,329
3,2013-08-21,562
7,2013-09-08,500
6,2013-06-29,591
7,2016-06-26,582
4,2016-06-02,683
6,2016-01-02,422
3,2018-01-24,615
5,2021-02-26,301
3,2021-01-06,220
4,2020-12-31,278
6,2013-01-26,558
2,2015-12-15,755
3,2017-10-18,737
4,2017-08-24,631
2,2017-08-22,684
1,2012-07-23,505
2,2022-09-13,325
4,2023-02-02,263
4,2023-01-26,256
7,2020-04-12,106
3,2020-05-13,212
4,2019-12-26,414
4,2019-12-12,599
1,2023-08-07,245
4,2023-10-26,299
1,2023-03-20,287
1,2023-12-11,295
4,2024-02-01,219
4,2015-05-28,682
1,2015-02-16,402
3,2017-03-08,609
5,2016-12-02,690
6,2019-06-15,620
2,2019-04-23,592
1,2019-02-04,651
7,2019-02-17,439
3,2015-01-21,495
7,2018-09-30,510
3,2018-10-10,708
6,2021-06-19,372
1,2021-10-18,318
5,2013-10-04,658
1,2013-09-09,632
7,2016-05-29,566
3,2018-03-28,629
6,2017-12-30,565
4,2022-08-18,283
3,2021-01-20,253
5,2020-09-25,348
3,2020-07-08,267
1,2020-06-22,295
5,2020-04-24,172
2,2013-02-12,498
7,2012-12-16,500
1,2015-12-28,490
6,2017-10-28,615
7,2017-08-06,519
5,2017-07-14,707
3,2022-12-28,221
5,2020-01-03,456
7,2023-08-06,268
7,2023-08-13,273
6,2015-08-01,668
2,2017-05-09,651
6,2016-12-03,592
6,2019-08-24,514
7,2019-07-21,477
6,2019-05-18,649
7,2019-04-14,457
5,2016-09-30,872
2,2019-01-15,618
6,2018-12-08,652
4,2014-08-21,567
2,2014-07-15,587
1,2018-09-24,594
6,2018-07-28,637
3,2018-06-20,698
2,2021-05-04,345
1,2021-09-20,317
6,2021-10-09,268
7,2021-06-20,323
3,2022-01-19,255
2,2022-04-12,312
1,2022-04-18,239
3,2022-07-13,307
7,2013-07-07,475
6,2013-03-30,513
4,2016-08-11,672
3,2016-07-13,607
2,2022-08-02,293
2,2022-06-14,315
6,2022-08-13,307
5,2021-03-12,338
4,2020-10-01,332
1,2015-11-02,613
6,2015-08-15,582
4,2023-05-25,296
4,2022-12-22,290
5,2023-08-04,272
5,2020-01-10,522
2,2019-12-10,667
1,2019-11-18,743
1,2023-04-17,255
7,2023-09-17,213
2,2015-03-10,584
4,2017-01-12,646
5,2016-12-16,792
2,2014-08-12,491
5,2014-04-04,622
2,2014-01-07,491
7,2013-10-20,490
6,2018-06-09,706
2,2021-04-20,313
3,2021-12-08,287
6,2021-07-17,339
6,2021-11-06,335
2,2021-11-09,327
5,2022-04-15,292
5,2022-04-22,276
6,2013-08-03,492
1,2013-04-22,565
4,2016-03-10,629
7,2017-12-10,513
1,2022-08-08,318
3,2021-03-31,284
5,2021-03-19,309
1,2020-09-21,310
1,2020-06-29,301
1,2013-01-28,507
6,2012-09-29,485
6,2015-08-29,539
3,2017-07-05,706
6,2017-07-01,595
1,2023-10-16,291
2,2023-01-10,252
4,2020-03-19,339
5,2020-03-20,306
3,2020-01-01,346
3,2019-11-13,599
5,2023-03-10,292
3,2024-01-17,253
2,2015-03-17,528
1,2019-06-10,613
3,2019-06-12,686
4,2016-09-01,675
2,2014-10-21,607
7,2014-08-17,476
7,2014-05-25,472
3,2014-02-26,511
1,2018-07-16,719
4,2021-05-27,433
1,2021-06-21,361
3,2021-06-23,353
2,2022-04-26,244
5,2013-07-26,617
4,2013-04-18,553
4,2013-04-11,517
5,2016-07-22,769
4,2016-01-07,542
3,2017-11-29,701
6,2020-10-10,277
3,2012-11-28,512
3,2017-10-11,628
4,2017-09-28,740
3,2012-08-29,550
6,2022-10-22,326
7,2022-11-20,249
3,2023-10-11,280
2,2022-12-27,213
3,2019-10-23,669
4,2023-04-06,226
4,2023-12-07,269
3,2023-12-13,264
7,2024-01-07,182
4,2017-03-02,653
6,2017-04-08,627
4,2017-01-26,563
1,2019-08-19,563
5,2019-03-22,718
4,2019-01-24,592
7,2015-01-11,341
2,2014-11-11,493
1,2018-08-20,562
6,2021-05-15,321
2,2021-05-25,354
3,2021-08-11,316
5,2021-11-19,349
4,2021-12-09,283
3,2022-05-04,251
1,2013-09-02,431
2,2013-08-06,543
5,2013-06-14,693
3,2016-05-04,653
2,2016-02-16,615
2,2018-05-08,736
7,2018-03-11,465
6,2022-05-21,349
3,2022-05-25,304
6,2022-09-03,299
3,2020-12-02,235
2,2020-09-08,337
5,2013-01-04,505
7,2017-10-22,528
3,2023-06-14,289
5,2023-10-06,307
2,2023-07-25,301
1,2023-01-30,232
1,2020-03-02,563
5,2020-02-14,632
6,2020-02-08,466
2,2019-10-01,454
5,2023-08-11,274
4,2023-03-23,261
6,2023-05-06,346
1,2023-09-04,265
4,2023-11-16,281
3,2024-02-07,247
7,2015-08-09,489
5,2015-06-12,451
7,2015-05-10,549
5,2017-04-28,857
3,2019-07-10,553
4,2016-09-08,717
5,2016-10-21,851
7,2014-02-16,464
3,2021-09-22,289
4,2021-09-23,319
2,2021-09-28,296
7,2013-08-11,481
2,2013-06-25,648
4,2013-05-16,559
1,2016-04-04,683
2,2016-03-15,608
7,2016-03-13,435
4,2016-02-11,622
3,2018-05-02,792
1,2022-06-06,311
7,2020-10-04,269
7,2020-10-11,248
4,2020-08-13,275
4,2017-06-29,767
3,2017-06-28,730
4,2022-09-01,302
2,2022-09-27,228
4,2023-09-28,306
2,2022-10-11,278
2,2020-03-03,550
2,2020-03-17,374
4,2020-02-06,544
2,2020-01-07,408
3,2019-09-25,604
5,2019-09-06,591
3,2023-07-05,278
4,2023-09-07,305
2,2024-01-02,253
3,2015-06-10,667
7,2015-05-17,543
1,2017-03-20,750
1,2016-11-28,647
3,2019-09-11,624
2,2016-08-23,637
6,2019-03-02,642
1,2015-01-12,580
3,2014-10-01,559
1,2014-03-17,519
7,2021-04-25,273
2,2022-03-29,272
7,2021-09-26,314
4,2021-05-20,385
1,2021-06-28,379
4,2022-01-20,246
3,2021-07-28,300
7,2013-05-19,544
4,2013-06-06,605
7,2013-03-31,426
5,2016-03-25,546
2,2018-04-10,668
5,2022-05-06,365
1,2022-05-30,255
1,2020-11-30,301
6,2020-07-04,278
7,2013-03-03,502
7,2012-09-23,480
1,2017-08-28,584
4,2022-09-08,301
7,2022-11-06,232
2,2022-12-06,318
3,2023-08-02,255
3,2020-03-04,540
6,2020-03-14,371
2,2020-02-11,458
3,2020-01-08,454
7,2023-11-12,233
4,2024-02-15,239
3,2015-03-04,574
1,2019-06-17,552
7,2019-04-07,487
6,2019-03-30,516
6,2016-09-17,646
5,2019-02-08,661
6,2018-12-15,628
1,2018-11-26,743
6,2018-11-17,559
7,2014-12-28,349
1,2014-09-01,392
3,2018-10-31,646
3,2018-09-12,783
5,2018-07-27,753
1,2018-05-21,626
7,2020-05-03,167
7,2021-06-06,367
5,2021-06-11,343
5,2022-01-07,296
7,2021-06-13,330
7,2022-03-13,274
7,2013-08-04,454
3,2016-05-11,699
1,2016-05-30,471
7,2016-01-24,517
4,2018-02-01,594
2,2018-02-13,613
7,2017-11-26,485
5,2020-09-18,341
1,2020-07-27,320
3,2013-01-23,545
1,2013-01-21,355
2,2012-10-02,593
6,2022-10-15,275
4,2020-02-27,581
4,2020-01-02,413
1,2019-10-07,575
4,2019-09-05,628
7,2023-04-09,210
7,2023-11-26,209
7,2015-06-28,535
4,2016-12-15,749
2,2016-11-08,620
1,2016-10-31,655
2,2016-09-27,659
7,2019-02-10,445
2,2014-07-01,616
6,2022-03-26,288
2,2022-01-25,235
4,2021-09-02,365
7,2022-02-27,244
2,2016-05-24,695
4,2016-05-12,744
3,2018-05-09,711
1,2018-05-07,695
5,2018-04-20,707
1,2022-04-25,256
6,2021-03-13,252
4,2023-09-21,282
5,2022-09-16,350
1,2023-06-12,289
2,2023-02-14,259
6,2023-08-05,261
3,2020-05-20,192
3,2020-02-26,449
4,2019-11-21,647
7,2019-10-13,441
1,2019-09-30,435
5,2023-05-19,313
5,2024-01-26,267
3,2017-04-19,580
4,2017-04-20,632
6,2017-01-14,495
7,2016-09-04,466
7,2016-08-28,559
6,2019-01-05,455
3,2014-04-30,651
2,2014-01-28,504
7,2018-09-16,597
2,2018-09-18,740
7,2021-09-12,321
2,2021-12-21,256
4,2021-09-16,269
3,2022-03-23,273
6,2021-06-26,375
2,2021-11-23,340
7,2022-02-13,229
1,2022-03-07,329
6,2013-07-20,551
7,2013-07-21,447
1,2016-05-23,652
3,2016-05-18,676
6,2016-03-19,540
6,2018-02-17,604
6,2017-11-18,629
7,2020-09-27,315
4,2020-07-02,340
2,2015-09-29,557
7,2017-08-27,498
3,2017-07-26,635
1,2023-09-25,236
1,2022-10-31,286
6,2022-11-26,247
2,2022-12-13,302
1,2022-12-19,277
6,2020-05-09,148
5,2019-11-29,425
5,2019-10-18,634
1,2023-03-27,264
6,2023-05-13,298
7,2024-01-14,217
6,2024-01-20,208
2,2017-03-28,592
4,2017-02-09,507
2,2017-01-24,564
6,2019-07-20,586
1,2019-04-22,522
7,2014-06-15,475
7,2014-05-11,584
4,2018-09-20,659
5,2021-04-30,331
7,2021-10-10,269
5,2021-12-10,301
7,2022-02-20,245
1,2022-01-10,265
6,2021-09-04,341
5,2018-03-02,884
7,2018-02-11,479
6,2021-03-27,325
7,2020-10-18,305
1,2020-05-11,173
1,2020-06-08,235
2,2012-07-31,540
1,2022-10-17,263
5,2023-01-13,299
7,2019-10-27,467
3,2023-11-08,267
7,2023-12-17,239
7,2015-03-29,505
3,2017-03-29,672
6,2019-05-25,520
6,2019-04-20,456
4,2016-09-29,624
2,2016-10-25,566
6,2016-08-13,614
2,2014-04-01,549
3,2018-11-07,696
3,2018-10-03,778
6,2021-05-01,318
4,2021-09-30,344
4,2021-06-17,388
1,2022-04-11,283
5,2022-02-11,319
6,2022-03-05,259
3,2013-05-22,570
2,2016-07-12,662
7,2018-05-13,529
4,2021-04-08,310
7,2020-07-12,292
3,2013-02-27,550
2,2012-09-25,594
6,2017-09-23,631
7,2022-10-02,246
4,2022-10-20,299
5,2023-02-17,276
5,2023-03-24,246
5,2023-04-21,312
2,2023-09-12,281
6,2015-02-07,449
4,2019-03-28,644
7,2019-03-24,466
3,2016-09-07,648
1,2018-10-15,692
2,2018-08-28,715
2,2021-12-28,221
6,2022-01-08,236
2,2021-08-24,332
4,2018-04-05,531
6,2018-03-24,550
5,2017-12-29,598
4,2022-06-23,298
7,2021-02-07,243
7,2021-04-04,259
6,2021-03-20,283
5,2020-09-11,351
7,2013-02-10,400
7,2012-12-02,455
2,2015-12-29,533
6,2015-10-31,357
4,2017-07-27,610
1,2017-07-31,656
5,2023-09-22,284
7,2023-07-16,284
2,2023-04-04,302
5,2020-04-17,157
6,2020-03-07,515
5,2020-03-06,673
7,2020-01-05,291
1,2023-08-28,233
2,2023-08-01,281
2,2015-06-09,652
2,2015-02-03,740
7,2017-05-14,633
2,2017-01-31,571
1,2016-11-21,684
3,2019-07-31,604
3,2019-03-13,562
4,2015-01-01,395
5,2018-06-08,757
5,2016-04-29,517
6,2018-04-07,487
4,2022-06-16,302
6,2021-02-13,210
7,2020-12-06,241
6,2017-07-15,649
1,2022-09-19,294
7,2022-10-30,290
2,2022-11-08,231
7,2022-11-27,238
4,2023-07-20,283
4,2023-07-27,242
7,2019-12-29,384
1,2019-11-04,623
2,2023-08-08,240
5,2023-05-12,369
3,2024-02-21,201
5,2024-03-01,262
7,2017-03-12,516
3,2019-03-27,562
7,2018-12-02,558
3,2018-05-30,708
6,2016-07-02,570
5,2016-03-11,672
7,2016-02-14,309
7,2018-01-07,475
6,2022-07-30,306
3,2021-02-17,239
7,2020-11-08,326
2,2020-06-30,278
6,2017-07-29,512
4,2017-06-01,654
7,2023-09-24,279
4,2022-11-17,290
6,2023-02-11,261
2,2023-04-11,209
2,2017-02-28,591
5,2017-02-03,609
4,2016-11-24,428
7,2016-11-06,532
2,2019-07-23,553
3,2019-04-10,633
4,2019-01-03,504
5,2018-09-28,712
2,2018-08-21,580
2,2022-02-08,279
6,2013-10-05,497
5,2017-12-22,720
5,2022-05-13,332
3,2022-06-08,311
1,2021-02-15,208
7,2020-08-23,316
5,2020-08-21,348
6,2020-10-03,323
2,2020-10-06,325
5,2020-06-19,306
7,2013-01-27,429
7,2017-09-24,587
3,2017-05-31,669
7,2023-10-01,245
3,2023-01-04,251
3,2023-02-08,237
6,2020-06-13,282
6,2020-02-29,456
6,2015-07-11,597
7,2017-02-12,439
6,2016-10-15,641
3,2016-09-14,779
5,2016-08-05,700
6,2019-02-09,540
1,2018-11-05,759
3,2018-09-26,755
4,2018-06-28,737
5,2021-05-07,319
1,2013-08-19,462
2,2016-05-31,760
6,2018-02-24,540
4,2022-06-02,317
2,2012-12-11,578
5,2017-06-30,747
3,2017-05-24,641
1,2017-05-29,371
5,2022-11-11,310
2,2023-03-14,268
3,2023-11-01,257
2,2024-01-16,276
7,2017-04-09,541
2,2016-11-15,741
1,2019-08-26,494
6,2019-08-10,572
6,2016-10-22,629
5,2014-03-14,585
1,2021-04-12,264
2,2021-10-12,321
7,2021-09-05,293
4,2022-07-07,285
5,2018-05-11,805
3,2018-04-11,612
1,2018-02-26,557
1,2022-06-20,281
4,2021-03-11,287
6,2020-05-16,217
5,2012-09-28,703
5,2017-09-01,681
1,2017-08-21,627
7,2017-07-16,515
1,2017-07-17,639
5,2023-05-26,296
4,2023-06-08,233
2,2022-11-15,298
5,2019-11-08,676
7,2019-11-03,479
7,2019-09-22,515
5,2023-09-01,289
1,2023-11-20,316
4,2019-08-22,587
5,2019-05-31,765
3,2019-05-15,691
2,2019-03-12,586
6,2019-03-16,550
3,2016-10-26,706
1,2016-08-22,669
2,2016-08-02,602
5,2019-02-22,546
5,2019-02-15,616
5,2018-11-16,720
1,2018-11-12,497
2,2018-09-25,715
7,2018-07-01,563
5,2018-02-23,548
7,2022-06-26,343
1,2022-08-15,241
1,2021-02-22,245
4,2020-04-16,138
4,2017-07-20,774
3,2023-05-03,262
6,2023-11-11,297
1,2023-12-18,297
1,2017-03-13,792
5,2017-02-24,657
4,2014-04-24,586
2,2022-07-12,267
6,2022-03-19,287
1,2022-05-09,295
2,2021-01-12,279
6,2020-06-06,262
7,2020-06-07,206
3,2022-10-05,244
5,2022-10-28,302
2,2023-06-27,272
4,2023-07-06,263
3,2023-03-22,221
6,2023-04-22,258
5,2015-06-26,774
1,2015-04-20,630
3,2017-01-18,549
1,2016-12-05,791
4,2016-11-10,706
2,2019-08-13,469
5,2016-09-09,715
1,2019-01-07,584
1,2018-09-17,673
4,2018-08-23,610
6,2018-05-26,601
2,2021-07-06,326
5,2022-01-21,288
4,2018-03-29,613
1,2018-01-29,531
4,2017-11-09,702
5,2022-06-17,369
4,2020-11-26,203
2,2020-08-11,317
1,2020-07-20,281
2,2020-06-16,259
3,2017-06-14,754
1,2022-11-21,306
5,2023-01-20,235
5,2023-07-28,287
4,2020-06-04,245
7,2024-02-11,185
6,2019-05-11,637
7,2018-10-14,516
2,2018-08-14,701
5,2018-05-25,799
3,2021-12-15,285
3,2021-09-01,319
5,2022-02-04,288
4,2022-02-03,248
6,2021-10-23,312
4,2017-12-07,693
4,2022-08-04,299
2,2022-08-30,283
5,2020-12-25,168
2,2020-11-10,343
4,2020-11-12,327
6,2020-11-14,298
4,2020-10-08,332
2,2020-07-14,320
1,2017-07-03,617
6,2017-05-20,612
4,2022-10-06,336
5,2023-07-14,272
6,2023-12-23,218
4,2024-01-25,249
3,2024-02-28,186
2,2015-04-07,452
1,2017-02-13,642
3,2016-12-14,689
4,2019-07-18,620
3,2014-01-22,498
3,2018-09-19,519
7,2018-07-08,545
3,2021-06-09,353
4,2021-10-07,368
5,2022-03-04,328
2,2018-02-06,545
4,2022-05-19,321
5,2021-03-05,306
1,2021-03-29,240
2,2021-01-19,261
4,2020-08-27,343
2,2020-09-22,307
6,2023-05-27,300
2,2022-12-20,266
4,2022-12-29,203
4,2022-11-10,266
2,2023-07-18,246
7,2020-02-09,373
5,2017-03-17,756
5,2017-02-10,708
6,2016-12-24,554
6,2016-10-29,614
1,2016-10-24,573
3,2016-09-28,637
6,2016-08-20,579
4,2016-07-28,709
3,2018-11-28,573
7,2014-08-31,495
1,2018-07-09,672
6,2021-05-22,378
6,2022-02-12,237
3,2017-12-13,709
5,2017-12-15,999
3,2022-07-20,290
6,2021-03-06,251
4,2021-02-04,277
2,2020-11-17,261
1,2020-09-28,300
7,2017-09-10,533
6,2022-11-12,270
3,2022-12-14,261
3,2020-01-29,495
5,2023-11-24,222
2,2023-12-19,271
7,2019-07-07,441
2,2021-06-01,355
7,2021-11-21,273
6,2013-07-27,516
5,2018-01-19,599
1,2022-07-25,279
2,2022-07-05,283
2,2021-03-09,299
3,2021-02-10,279
2,2021-01-05,228
4,2017-09-21,535
5,2017-08-18,612
5,2023-06-09,287
3,2023-10-25,291
4,2023-05-18,320
1,2024-01-08,236
4,2017-05-04,701
6,2017-01-07,896
5,2019-08-16,523
7,2019-06-09,526
2,2014-12-09,645
4,2023-01-05,235
1,2021-06-14,329
7,2021-03-21,261
3,2017-03-01,571
7,2020-03-29,146
5,2023-03-17,282
7,2021-10-03,328
4,2022-02-10,302
4,2021-12-30,223
4,2018-03-15,689
1,2021-12-13,302
7,2022-05-08,260
2,2023-03-21,247
3,2021-10-13,312
1,2018-04-02,562
6,2020-03-28,183
7,2021-12-19,291
6,2019-06-08,580
7,2022-03-27,267
5,2018-01-05,700
1,2021-07-19,328
4,2018-06-07,693
3,2020-05-27,239
6,2023-01-07,181
6,2016-12-17,623
5,2016-05-06,728
5,2017-01-06,600
3,2020-05-06,184
1,2019-01-21,412
6,2021-06-05,365
1,2017-05-15,729
3,2017-07-19,747
5,2018-09-14,684
1,2017-07-24,620
5,2021-06-04,331
6,2017-06-24,753
6,2018-02-03,478
6,2020-01-25,383
3,2022-04-06,253
2,2018-07-31,709
1,2018-02-19,435
4,2020-12-03,252
3,2024-01-31,244
4,2016-12-08,635
1,2018-10-08,501
5,2019-06-21,771
6,2018-09-15,596
7,2018-05-06,495
7,2018-06-10,533
7,2019-12-08,455
1,2012-08-20,473
5,2021-10-15,381
4,2018-01-04,464
5,2022-08-19,286
3,2021-01-27,262
2,2017-05-23,659
2,2018-09-04,786
3,2017-08-16,600
3,2023-02-15,264
5,2017-01-27,583
7,2021-07-04,289
6,2021-12-04,278
1,2021-09-13,378
4,2022-03-10,268
6,2018-09-29,604
2,2021-07-27,318
6,2016-08-27,624
2,2022-10-04,270
3,2020-08-12,293
2,2018-06-05,688
2,2021-05-11,326
6,2017-04-22,551
6,2022-06-18,317
7,2022-01-23,229
1,2020-08-24,320
1,2017-05-01,639
3,2023-02-01,256
6,2021-10-16,339
1,2017-02-20,428
4,2020-01-09,521
2,2017-01-10,597
5,2020-07-24,312
2,2022-06-07,307
6,2021-02-27,223
2,2020-02-04,464
2,2023-08-22,231
7,2020-01-26,398
6,2021-04-24,301
1,2018-10-01,583
4,2023-04-13,237
2,2021-11-16,315
1,2018-03-19,686
3,2016-11-09,541
2,2021-10-19,302
1,2023-01-23,254
1,2020-05-25,214
2,2023-11-07,238
2,2020-12-08,282
7,2023-01-15,193
6,2017-10-14,567
4,2021-11-18,351
6,2017-07-08,585
6,2016-11-12,603
6,2023-02-18,252
4,2018-06-14,833
6,2017-12-02,575
6,2022-12-10,253
7,2018-11-11,500
1,2019-12-30,518
4,2024-02-29,215
1,2021-07-05,322
7,2017-12-17,547
3,2023-08-16,261
6,2017-10-21,583
4,2017-10-26,658
5,2021-09-03,352
7,2016-10-23,534
3,2020-10-14,333
7,2023-03-12,213
2,2021-09-07,337
7,2016-08-21,512
6,2019-02-02,577
1,2021-01-25,260
1,2023-05-29,250
7,2021-02-14,184
4,2024-01-04,218
7,2022-01-16,266
2,2018-12-18,731
6,2020-11-07,329
2,2018-01-09,684
1,2020-03-23,225
4,2016-10-06,764
1,2017-10-23,669
7,2023-10-29,247
4,2022-12-01,291
1,2021-09-27,325
3,2017-11-01,607
1,2017-01-23,667
7,2024-02-18,209
1,2024-01-01,246
4,2021-03-18,244
2,2018-10-02,613
7,2017-06-18,593
2,2024-01-09,278
1,2017-06-12,804
6,2017-11-11,623
7,2018-07-29,463
2,2017-04-11,519
7,2019-05-12,589
1,2019-07-08,592
3,2018-01-03,645
1,2021-11-15,343
2,2022-01-04,255
6,2017-04-01,591
2,2021-07-13,298
2,2021-01-26,263
2,2023-01-03,225
6,2021-02-06,275
1,2017-04-10,634
5,2019-05-24,728
3,2023-04-12,234
3,2017-11-08,662
5,2023-09-15,273
1,2021-04-05,268
7,2017-06-25,590
2,2019-12-03,620
1,2022-12-26,189
7,2017-06-11,702
5,2017-01-13,604
1,2017-11-27,635
3,2022-05-11,300
7,2022-04-03,257
4,2019-10-24,613
3,2022-06-01,312
3,2020-11-25,276
2,2018-05-15,778
6,2018-07-07,526
2,2019-05-14,621
6,2021-12-18,331
6,2018-05-05,602
7,2019-08-25,482
4,2021-04-01,263
5,2020-10-23,337
1,2016-09-19,680
6,2017-09-30,550
5,2021-02-12,290
6,2016-09-03,498
3,2021-09-15,356
6,2018-03-17,562
1,2021-10-11,297
5,2016-11-25,455
7,2016-11-27,466
6,2020-09-26,330
1,2020-08-17,288
4,2019-08-01,618
6,2017-11-04,613
2,2023-02-07,258
7,2021-12-05,255
4,2018-05-17,732
7,2021-10-17,319
3,2017-02-01,574
1,2017-05-22,719
5,2023-02-10,297
1,2024-01-29,256
1,2021-08-02,325
6,2016-10-01,581
1,2017-09-04,532
3,2022-02-23,253
6,2023-09-02,283
2,2021-09-14,342
2,2021-02-23,240
5,2022-02-25,251
3,2024-01-24,259
5,2019-12-27,448
3,2020-07-01,259
7,2018-02-18,472
7,2016-10-09,480
6,2023-07-08,245
6,2016-11-05,626
1,2018-12-31,622
3,2019-09-18,605
7,2020-05-31,208
5,2017-05-12,817
3,2019-05-08,649
2,2017-12-26,543
5,2016-09-16,780
1,2018-07-30,580
4,2016-11-03,689
7,2020-02-23,392
6,2017-03-11,548
1,2017-10-09,546
2,2018-08-07,658
4,2021-06-24,384
7,2020-03-01,423
6,2023-10-14,282
7,2015-04-19,471
7,2023-05-14,289
3,2020-03-11,473
7,2016-12-11,522
3,2019-08-21,522
3,2022-11-02,322
2,2021-04-13,321
3,2022-01-12,250
4,2021-04-29,324
3,2023-09-13,260
1,2020-11-09,318
7,2021-01-10,177
7,2023-01-22,243
4,2021-08-26,343
2,2021-11-30,282
3,2022-03-16,311
3,2020-03-25,168
7,2018-04-08,468
1,2021-10-04,290
6,2020-12-12,285
2,2023-03-28,246
6,2017-03-25,571
7,2021-05-16,337
2,2024-02-27,260
1,2017-07-10,667
6,2023-04-01,278
1,2021-01-04,242
6,2022-01-15,236
4,2021-04-22,252
6,2018-08-04,605
5,2017-06-16,657
3,2021-06-30,361
1,2023-03-13,317
4,2022-02-17,267
5,2017-11-24,502
4,2020-06-18,226
1,2023-01-16,217
7,2017-05-21,618
4,2023-08-03,261
3,2021-10-06,270
6,2023-12-30,228
4,2021-05-06,339
2,2017-02-21,483
3,2024-01-03,237
6,2017-08-12,526
3,2018-04-18,662
2,2016-12-27,569
2,2017-09-12,680
5,2020-12-11,348
4,2024-02-22,232
5,2020-03-13,551
7,2022-08-28,284
4,2021-02-18,256
7,2017-12-03,448
6,2024-02-03,241
4,2017-09-14,728
3,2017-10-04,711
1,2017-06-26,669
2,2018-02-27,631
7,2022-06-05,299
5,2017-05-05,776
5,2021-06-25,381
3,2021-11-10,346
7,2022-08-07,267
2,2024-02-13,180
1,2020-08-31,294
3,2018-04-04,554
3,2020-04-15,139
7,2023-04-23,269
6,2018-07-14,577
5,2016-08-26,756
1,2016-10-17,585
1,2024-02-26,226
7,2022-10-16,248
7,2019-08-11,484
7,2023-04-16,222
7,2016-10-30,557
2,2022-04-05,252
1,2023-02-27,246
1,2024-01-22,243
3,2017-07-12,677
2,2023-12-05,260
2,2021-02-02,238
7,2016-12-04,482
6,2022-09-24,287
5,2022-11-18,285
6,2023-10-07,270
1,2022-10-03,324
2,2017-06-27,757
2,2022-03-15,295
3,2020-04-08,125
7,2021-12-26,186
2,2023-06-13,274
2,2021-09-21,311
5,2021-10-08,361
6,2023-12-02,261
3,2016-10-12,498
4,2022-11-03,318
3,2023-05-24,274
