day,collision_date,NUM_COLLISIONS
2,2013-12-03,553
2,2013-10-22,540
1,2018-06-25,733
2,2018-06-12,720
3,2021-04-14,295
3,2021-05-19,347
6,2021-12-11,307
3,2021-12-29,192
2,2022-02-01,274
5,2021-11-12,353
1,2022-02-21,194
3,2013-10-02,647
5,2013-09-27,553
7,2013-09-15,476
4,2013-09-26,516
5,2013-09-13,652
3,2013-09-04,604
4,2013-08-01,643
1,2013-07-15,581
3,2013-06-12,615
3,2013-05-15,532
2,2013-04-16,564
5,2013-05-03,686
3,2013-03-20,540
7,2016-07-10,508
4,2016-07-07,603
3,2016-06-08,763
5,2016-04-15,733
2,2016-04-05,672
5,2016-03-18,644
6,2016-04-02,597
1,2016-02-22,615
6,2016-02-27,388
2,2016-02-09,571
4,2018-05-03,790
1,2018-05-14,689
5,2018-01-12,704
4,2018-01-18,634
1,2017-12-18,706
3,2017-12-06,651
3,2017-11-15,713
2,2022-07-26,276
5,2022-06-24,355
7,2021-03-28,198
1,2020-12-14,250
3,2020-12-16,341
6,2020-12-05,278
3,2020-09-09,292
1,2020-10-05,302
6,2020-09-05,362
3,2020-06-03,216
1,2013-04-01,479
6,2013-04-13,555
2,2013-03-12,547
3,2013-01-16,578
4,2013-01-24,554
6,2013-01-05,389
3,2016-01-27,670
7,2016-01-17,451
3,2016-01-20,623
3,2015-12-09,575
2,2015-11-03,655
3,2015-11-11,530
5,2015-10-02,798
7,2015-09-27,493
4,2015-08-20,600
1,2015-08-31,614
6,2015-08-22,581
3,2015-09-02,654
1,2015-07-20,727
4,2017-10-19,766
7,2017-10-15,496
2,2017-07-04,424
7,2017-07-02,537
5,2012-08-10,617
5,2012-08-03,589
2,2012-07-17,648
4,2012-07-05,591
7,2022-09-11,260
3,2022-10-12,315
5,2023-06-30,266
3,2022-11-30,279
7,2023-07-09,242
7,2023-10-22,263
5,2020-04-10,115
3,2020-03-18,298
3,2020-01-22,489
2,2020-01-14,497
4,2019-10-17,608
2,2019-10-15,549
3,2023-08-09,260
3,2023-04-19,273
3,2023-08-30,257
5,2023-05-05,301
3,2024-01-10,229
5,2015-07-31,753
3,2015-07-22,618
5,2015-05-29,813
1,2015-06-29,662
2,2015-06-02,642
1,2015-06-15,506
2,2015-05-19,606
5,2015-05-08,709
3,2015-04-22,568
6,2015-03-28,459
4,2015-04-02,653
2,2015-03-03,631
4,2017-03-16,839
6,2017-03-04,536
6,2017-01-21,475
5,2016-12-23,692
6,2016-12-10,555
5,2019-09-13,687
3,2019-07-24,626
6,2019-07-27,602
2,2019-04-30,587
4,2019-06-13,634
1,2019-05-20,689
5,2019-04-05,701
3,2019-04-03,613
6,2019-04-27,526
3,2019-01-23,553
7,2019-03-17,419
4,2016-10-13,757
4,2016-10-27,831
5,2016-09-23,812
4,2015-01-22,508
2,2014-09-30,589
4,2014-10-09,499
6,2014-09-20,594
4,2014-09-04,727
7,2014-09-07,477
6,2014-08-30,510
2,2014-08-26,608
3,2014-08-20,551
1,2014-08-11,604
5,2014-07-11,642
2,2014-06-10,569
7,2014-06-22,477
5,2014-05-16,700
2,2014-02-18,518
1,2014-02-10,678
1,2014-03-03,440
7,2014-01-12,388
5,2013-12-20,674
2,2013-12-24,515
6,2013-11-23,536
7,2018-10-21,593
7,2018-10-28,556
1,2018-09-03,533
7,2018-09-09,556
7,2018-08-12,499
1,2018-08-27,651
5,2018-06-29,845
5,2018-05-18,616
7,2021-09-19,318
4,2021-12-23,302
5,2021-07-09,346
6,2022-04-23,285
6,2022-03-12,253
1,2013-09-30,605
3,2013-07-03,635
1,2013-06-10,624
6,2013-06-08,571
5,2013-05-10,698
3,2016-08-10,618
2,2016-07-26,688
2,2016-07-19,699
3,2016-07-06,680
3,2016-06-29,687
5,2016-06-17,748
1,2016-05-16,742
3,2016-05-25,733
4,2016-05-19,694
3,2016-04-13,700
7,2016-04-17,568
3,2016-04-06,628
6,2016-03-26,530
2,2016-01-26,734
5,2018-05-04,723
1,2018-04-30,656
2,2018-01-02,654
2,2018-02-20,535
3,2017-12-20,700
2,2021-03-23,283
3,2021-02-24,267
5,2020-12-18,278
3,2020-04-22,148
6,2020-07-25,291
3,2020-06-17,244
2,2013-02-26,537
5,2013-01-18,561
1,2013-01-14,542
2,2012-12-25,354
3,2012-10-31,549
6,2012-09-22,547
6,2012-09-15,557
6,2016-01-16,563
6,2015-12-26,395
5,2015-12-11,694
5,2015-12-18,767
6,2015-12-12,578
4,2015-11-19,797
2,2015-10-27,631
7,2015-09-06,504
3,2015-07-29,629
2,2017-11-07,710
1,2017-10-30,832
1,2017-09-25,726
5,2017-09-15,827
4,2017-05-18,911
5,2017-05-26,776
6,2012-08-18,540
1,2012-08-13,504
7,2012-09-02,421
4,2012-08-16,613
5,2012-07-06,638
5,2023-06-02,312
1,2022-09-26,260
3,2023-10-04,284
6,2023-09-09,269
2,2023-10-10,282
4,2023-10-12,274
5,2023-07-21,323
6,2023-01-28,260
5,2020-03-27,195
3,2020-02-12,438
7,2020-01-19,360
1,2019-12-23,593
5,2019-11-01,782
6,2019-10-26,525
3,2019-10-16,658
2,2019-09-17,635
7,2023-04-02,246
5,2023-04-14,287
6,2015-06-20,505
6,2015-05-30,622
6,2015-06-13,395
2,2015-05-26,686
4,2015-04-30,640
3,2015-04-15,595
2,2015-03-31,628
7,2015-04-05,422
3,2015-03-11,565
7,2017-04-16,481
1,2017-04-17,488
1,2016-12-26,394
7,2019-07-14,497
7,2019-06-30,569
1,2019-05-27,442
6,2019-05-04,553
4,2019-04-18,540
5,2019-03-29,563
3,2019-03-06,589
1,2016-09-26,623
4,2016-09-22,660
2,2016-08-09,650
6,2018-12-29,499
4,2018-11-15,1065
1,2018-12-03,697
6,2015-01-31,526
2,2014-12-16,645
7,2014-12-14,439
1,2014-11-24,722
1,2014-11-03,625
5,2014-09-26,643
2,2014-09-16,613
3,2014-09-10,618
7,2014-08-10,512
1,2014-08-18,595
5,2014-07-18,624
5,2014-06-27,660
6,2014-06-21,557
3,2014-05-21,575
4,2014-05-29,663
3,2014-04-09,595
4,2014-04-17,508
3,2014-04-23,536
4,2014-04-03,592
7,2014-02-23,414
5,2014-02-21,545
5,2014-02-14,792
5,2014-01-17,589
3,2013-12-11,605
5,2013-11-08,682
4,2013-11-14,620
5,2013-11-22,702
5,2013-10-18,680
4,2013-10-31,615
2,2013-10-08,574
1,2013-10-07,618
6,2018-08-25,552
7,2018-08-26,528
3,2021-05-05,339
3,2021-05-12,329
1,2021-06-07,381
6,2021-04-10,294
2,2021-08-03,313
7,2021-11-14,269
3,2022-02-16,278
4,2022-07-14,271
4,2022-03-24,266
4,2013-08-08,549
1,2013-07-22,591
7,2013-06-30,423
5,2013-04-19,570
3,2016-07-20,698
5,2016-07-01,752
6,2016-06-18,700
4,2016-06-23,643
7,2016-06-12,587
3,2016-06-15,739
5,2016-04-08,696
2,2016-01-05,640
6,2018-04-28,604
1,2018-04-23,675
1,2018-04-09,625
6,2018-03-10,567
2,2018-03-20,597
1,2018-03-26,710
7,2018-01-28,412
4,2018-01-11,696
3,2017-11-22,774
5,2022-07-22,334
2,2022-05-24,278
3,2022-08-24,231
3,2020-10-28,309
5,2021-02-05,326
5,2021-01-29,291
5,2020-10-09,330
7,2013-02-03,445
7,2012-12-30,411
1,2012-12-31,482
2,2013-01-01,381
5,2012-11-30,576
2,2012-10-09,570
2,2012-10-23,522
4,2012-10-11,657
4,2012-10-25,511
4,2012-09-13,632
7,2016-01-31,532
3,2016-01-06,625
1,2016-01-18,481
5,2015-11-13,677
7,2015-11-22,431
7,2015-10-25,522
4,2015-10-01,683
5,2015-08-14,729
2,2017-10-17,736
2,2017-08-15,577
6,2017-06-10,665
2,2017-06-20,813
7,2023-06-18,315
3,2022-12-21,268
5,2022-12-16,373
1,2023-01-02,206
1,2023-07-24,248
5,2019-12-20,698
6,2019-11-23,528
2,2019-09-24,628
4,2023-03-30,293
6,2023-04-29,327
1,2023-05-08,300
6,2023-11-18,281
6,2023-11-25,211
2,2023-12-26,187
5,2015-04-24,676
1,2015-03-30,556
5,2015-03-13,609
1,2015-03-09,661
4,2015-01-29,519
4,2017-04-27,688
7,2017-04-30,470
4,2017-04-13,590
6,2017-02-11,511
4,2017-01-05,552
3,2016-12-28,546
7,2017-01-01,485
1,2017-01-16,477
2,2016-12-20,719
2,2016-12-06,711
4,2016-12-22,700
3,2019-07-17,630
5,2019-06-14,749
4,2019-05-16,642
4,2019-05-23,722
1,2019-03-11,645
7,2016-09-18,535
7,2016-08-14,521
6,2016-08-06,578
7,2019-02-24,401
6,2015-01-03,456
6,2014-11-08,543
5,2014-10-17,648
5,2014-08-15,522
4,2014-07-31,626
3,2014-07-09,569
1,2014-05-12,581
7,2014-03-30,437
3,2014-04-02,519
4,2014-02-13,447
5,2014-01-10,667
5,2013-12-06,759
6,2013-12-14,690
1,2013-12-23,707
5,2013-11-29,437
6,2018-09-22,562
7,2018-08-19,490
5,2021-04-23,357
4,2021-05-13,318
1,2021-05-24,322
3,2022-01-05,306
4,2021-10-21,371
7,2021-10-31,362
4,2021-07-29,319
4,2022-04-28,348
5,2013-09-20,631
4,2013-06-27,598
2,2013-05-28,686
2,2013-04-23,513
6,2013-05-11,523
4,2013-05-02,585
6,2016-05-28,627
5,2016-05-13,766
6,2016-04-30,581
7,2016-04-24,448
3,2016-04-20,697
1,2016-03-28,658
6,2016-02-06,553
2,2018-05-01,713
7,2018-04-29,505
6,2018-03-31,589
4,2017-12-14,883
2,2018-01-30,579
7,2018-01-14,494
6,2022-07-23,305
3,2022-05-18,336
3,2021-04-07,303
4,2020-07-16,322
1,2020-04-27,131
1,2013-03-18,623
3,2013-02-13,570
5,2013-01-11,660
6,2012-11-17,542
3,2016-01-13,605
2,2016-01-19,662
6,2015-12-19,624
1,2015-11-30,611
2,2015-11-24,733
6,2015-09-12,554
3,2017-09-06,608
4,2017-07-06,611
4,2012-07-26,604
6,2023-06-03,216
7,2023-07-02,245
7,2023-02-26,232
6,2020-02-22,407
7,2020-02-16,387
5,2019-12-13,760
7,2019-10-20,500
6,2019-11-02,506
5,2019-10-25,647
6,2019-10-19,586
5,2019-08-23,569
7,2023-12-10,216
4,2015-06-25,670
2,2015-06-16,593
6,2015-03-07,578
6,2017-05-06,685
5,2017-04-21,690
7,2017-03-26,456
5,2017-04-07,694
2,2017-02-14,688
3,2016-11-16,705
5,2019-05-17,726
3,2016-10-05,695
2,2016-10-04,523
7,2016-09-11,538
4,2016-07-21,731
7,2016-07-31,529
2,2019-02-05,570
2,2019-01-22,627
4,2019-01-31,601
3,2019-01-02,502
1,2018-10-22,650
5,2014-11-28,444
4,2014-11-20,635
2,2014-10-14,697
4,2014-06-05,569
3,2014-06-04,582
5,2014-05-02,698
1,2014-04-21,521
1,2014-02-03,960
5,2014-01-03,423
7,2013-12-29,394
6,2013-11-02,551
7,2013-11-03,415
6,2013-10-19,471
4,2018-10-11,741
6,2018-08-18,579
4,2018-08-09,709
3,2018-08-01,660
4,2018-07-05,720
5,2018-06-22,728
4,2018-04-19,706
1,2021-08-23,293
6,2022-01-01,283
5,2021-11-26,261
6,2021-11-27,264
4,2013-08-15,599
7,2013-08-18,442
2,2013-08-20,542
3,2013-08-07,508
2,2013-06-18,613
4,2013-06-20,681
7,2013-05-26,455
3,2016-07-27,690
4,2016-07-14,741
4,2016-06-09,686
1,2016-06-06,758
4,2016-03-31,652
6,2016-02-20,555
4,2016-01-21,666
2,2018-04-03,551
5,2018-03-09,751
6,2018-01-27,510
4,2022-05-26,310
3,2022-08-31,293
2,2021-03-30,281
5,2021-01-15,272
7,2021-01-31,297
2,2021-02-09,229
5,2020-11-06,365
2,2020-05-19,229
6,2020-07-11,274
7,2013-04-07,451
6,2013-02-23,521
4,2013-01-17,491
5,2013-02-01,574
2,2012-12-18,645
3,2012-11-21,689
1,2012-12-10,619
6,2012-11-10,444
4,2012-10-18,630
5,2015-10-09,764
1,2015-10-05,597
5,2017-11-03,776
5,2017-10-20,823
3,2017-09-27,696
2,2017-10-10,768
2,2017-09-19,661
6,2017-08-05,573
5,2017-07-21,733
6,2017-06-03,637
3,2012-07-18,559
2,2012-07-03,664
6,2012-07-07,490
4,2022-09-15,333
2,2023-05-30,286
2,2023-08-15,254
6,2023-02-04,222
4,2023-02-09,238
7,2020-02-02,391
4,2020-01-16,547
7,2019-11-17,444
1,2019-09-23,639
1,2019-09-02,427
5,2023-04-07,210
6,2023-05-20,300
7,2023-12-03,260
6,2015-07-25,451
2,2015-07-21,606
3,2015-05-27,697
1,2015-05-11,645
3,2015-05-20,666
7,2015-04-12,443
6,2015-03-14,507
6,2015-02-28,538
3,2017-02-08,673
1,2016-11-14,668
3,2016-11-30,730
5,2019-07-26,650
1,2019-05-06,630
2,2019-05-21,745
5,2019-05-10,660
4,2019-05-02,668
5,2016-10-07,754
2,2016-09-06,626
1,2019-01-28,565
7,2018-12-23,505
2,2018-11-27,609
2,2018-11-20,695
2,2018-11-13,754
7,2015-02-15,454
3,2014-11-05,554
6,2014-10-18,494
3,2014-09-17,658
3,2014-08-27,538
7,2014-07-06,451
1,2014-06-23,644
5,2014-06-13,708
5,2014-05-23,660
6,2014-04-19,525
6,2014-04-05,580
6,2014-04-26,548
5,2014-03-28,530
4,2014-01-02,603
6,2013-11-16,612
6,2013-10-12,556
7,2018-07-15,564
6,2021-09-11,333
4,2021-12-16,317
1,2021-05-03,316
2,2021-06-15,369
6,2021-07-31,353
5,2021-08-06,355
4,2022-01-06,233
2,2022-03-08,259
4,2013-08-29,572
5,2013-08-23,636
5,2013-05-31,736
6,2013-04-20,532
4,2013-03-28,549
6,2016-04-23,649
5,2016-04-01,702
4,2016-04-07,630
1,2016-03-07,571
5,2018-03-30,580
7,2018-03-04,457
3,2018-02-28,654
1,2018-02-05,706
5,2018-02-02,617
4,2017-12-28,609
5,2017-11-10,724
5,2022-05-20,324
5,2022-08-12,351
2,2020-09-29,317
6,2013-03-16,521
7,2012-11-25,415
4,2012-11-15,623
2,2012-11-13,648
5,2012-11-23,481
1,2012-09-24,562
5,2016-01-15,722
2,2015-11-17,684
4,2015-10-29,767
1,2015-10-26,698
1,2015-10-19,667
7,2015-10-04,536
2,2017-10-31,696
5,2017-08-25,633
2,2017-07-25,595
2,2017-06-13,829
4,2012-08-09,581
1,2012-07-02,564
1,2023-09-18,279
2,2023-06-06,268
6,2022-10-08,305
5,2022-12-02,298
6,2023-10-21,285
5,2020-01-17,566
6,2019-11-16,527
2,2019-10-29,639
4,2019-09-26,645
7,2019-09-08,462
7,2023-03-05,264
3,2023-03-15,282
4,2023-08-31,311
2,2024-01-30,206
7,2015-08-02,550
3,2015-06-24,778
5,2015-07-10,709
4,2015-05-21,615
7,2015-03-01,693
1,2015-03-16,529
7,2017-01-29,428
5,2017-03-31,753
6,2016-11-26,463
6,2019-06-29,660
5,2019-07-19,666
2,2019-05-07,647
6,2019-03-23,530
7,2016-10-02,486
4,2016-08-04,715
3,2016-08-03,687
1,2016-08-08,632
1,2019-02-18,406
2,2018-12-11,707
7,2014-12-21,409
3,2014-11-26,742
3,2014-12-10,649
6,2014-10-11,546
7,2014-10-12,473
4,2014-08-14,625
6,2014-07-26,534
6,2014-06-07,623
1,2014-06-02,643
4,2014-05-08,596
5,2014-03-07,533
4,2013-11-21,628
3,2013-11-06,635
3,2018-08-15,645
3,2018-08-22,599
3,2021-09-29,343
4,2022-06-30,322
5,2022-01-14,289
2,2021-07-20,286
5,2022-07-01,316
5,2022-03-18,362
2,2022-07-19,292
7,2013-08-25,459
5,2013-02-15,604
1,2013-03-25,498
7,2016-05-01,484
4,2016-03-03,625
1,2018-03-05,616
3,2018-02-21,601
3,2018-01-17,611
7,2017-12-31,462
1,2017-12-25,333
7,2017-11-19,573
1,2022-08-01,294
1,2021-03-22,295
6,2020-10-17,335
2,2020-10-13,323
4,2020-08-20,306
4,2013-02-07,526
2,2013-02-05,566
5,2013-01-25,674
6,2012-12-29,442
7,2015-12-06,485
6,2015-11-28,508
2,2015-10-06,631
6,2015-10-03,556
2,2017-10-24,685
3,2017-09-20,583
5,2017-05-19,974
1,2012-08-27,548
7,2023-05-21,283
5,2022-12-30,299
6,2023-07-22,282
4,2020-03-05,529
6,2020-03-21,238
7,2020-01-12,391
6,2019-11-09,502
6,2019-10-12,502
4,2023-03-09,296
7,2023-11-19,276
2,2023-12-12,313
5,2024-02-02,254
7,2024-03-03,178
2,2015-07-07,646
6,2015-06-06,598
2,2015-04-14,542
5,2015-03-20,570
2,2017-03-21,636
5,2017-03-03,745
3,2017-01-25,576
2,2019-07-30,638
1,2019-07-22,641
5,2019-08-09,645
3,2019-06-26,803
4,2019-04-04,660
4,2018-12-06,681
5,2015-01-02,442
6,2014-10-25,515
1,2014-10-06,639
6,2014-08-23,454
6,2014-05-10,549
1,2014-03-10,513
4,2014-01-09,561
2,2013-09-17,627
6,2018-10-06,544
3,2018-09-05,768
4,2018-06-21,815
7,2022-04-24,271
5,2021-04-16,298
2,2021-04-27,273
2,2021-10-05,318
1,2021-07-12,303
4,2021-10-28,344
4,2021-08-12,324
3,2021-08-18,334
5,2021-11-05,386
5,2022-02-18,279
3,2022-04-27,314
4,2013-06-13,535
6,2013-05-04,580
4,2013-03-21,508
5,2016-07-08,612
2,2016-03-29,683
4,2018-03-22,760
4,2018-03-08,633
4,2020-05-07,175
7,2020-08-30,303
6,2020-08-15,313
6,2020-07-18,316
1,2020-05-18,185
4,2013-03-14,557
6,2013-01-19,484
1,2012-12-24,518
3,2012-12-05,514
5,2012-10-19,738
2,2012-09-11,521
7,2015-10-18,551
3,2015-09-23,501
2,2017-09-26,656
4,2017-09-07,790
1,2023-01-09,242
7,2023-02-12,209
6,2020-06-27,273
7,2019-11-24,517
4,2019-11-28,374
1,2019-10-28,607
5,2019-09-27,703
5,2015-02-20,621
4,2017-03-23,703
7,2016-11-20,529
1,2019-08-12,586
5,2019-06-28,753
4,2019-07-11,658
5,2019-05-03,651
3,2019-04-24,515
6,2019-01-12,520
5,2018-12-14,841
1,2018-12-24,580
6,2014-11-15,529
5,2014-09-12,730
4,2014-03-13,545
2,2014-03-11,510
5,2014-02-28,655
6,2014-02-01,507
3,2014-01-08,616
6,2014-01-18,448
4,2014-01-30,657
1,2014-01-20,360
3,2014-01-01,399
1,2013-12-30,476
6,2013-09-28,547
1,2018-08-06,632
7,2018-07-22,540
1,2018-07-02,719
5,2021-12-24,281
4,2022-01-27,272
1,2021-11-08,329
7,2013-09-29,506
6,2013-09-21,546
2,2013-09-24,615
7,2016-06-05,466
6,2016-01-30,596
5,2018-04-27,690
3,2018-03-07,517
5,2018-02-09,583
1,2017-12-11,725
2,2017-12-05,704
6,2022-07-09,259
4,2022-06-09,317
7,2020-12-27,184
2,2020-10-20,336
4,2020-11-05,357
7,2013-02-17,447
6,2013-03-02,474
6,2013-02-02,534
3,2013-01-30,497
7,2013-01-20,393
6,2013-01-12,475
2,2012-10-30,372
3,2012-10-24,494
7,2015-09-13,478
4,2015-08-27,614
6,2017-10-07,570
2,2017-08-29,614
7,2017-07-30,606
2,2012-08-14,520
7,2022-09-25,284
6,2022-10-01,328
4,2023-06-01,335
5,2022-10-21,335
5,2023-12-08,276
4,2023-02-23,215
4,2020-01-30,525
1,2019-12-09,737
2,2019-10-08,523
4,2023-03-02,247
1,2023-04-10,218
3,2023-05-17,330
6,2023-09-16,289
7,2015-07-12,521
7,2015-05-31,555
5,2015-05-01,642
1,2015-04-27,558
7,2017-04-23,517
7,2017-02-19,438
4,2019-05-30,625
6,2019-04-13,599
7,2019-04-21,398
4,2019-02-07,588
2,2019-02-19,527
2,2016-08-16,644
5,2019-01-18,596
3,2019-01-16,579
5,2018-12-28,681
7,2018-12-16,622
4,2018-12-13,686
4,2018-11-29,646
5,2014-12-26,446
2,2014-11-18,712
1,2014-11-10,560
6,2014-09-27,600
4,2014-06-19,675
4,2014-06-26,670
2,2018-10-16,688
1,2018-09-10,650
2,2018-07-03,678
2,2018-06-26,762
1,2018-04-16,741
2,2018-03-06,676
1,2021-10-25,330
6,2022-04-09,293
2,2022-05-10,296
1,2013-09-16,570
2,2013-08-27,507
3,2013-06-26,621
3,2013-05-29,574
1,2013-05-20,658
4,2016-06-16,689
4,2016-05-26,742
3,2016-03-30,650
3,2016-02-17,525
4,2016-01-28,681
5,2018-01-26,677
7,2017-12-24,469
2,2017-12-19,657
6,2017-12-16,661
5,2017-12-01,772
1,2022-05-02,282
2,2020-12-01,269
1,2020-10-12,323
1,2020-04-13,138
2,2020-07-07,243
4,2013-04-04,566
1,2013-03-11,522
6,2012-12-22,542
6,2012-12-15,523
7,2012-11-11,526
6,2016-01-09,554
4,2015-12-17,745
6,2015-08-08,545
6,2012-09-08,598
3,2022-11-23,297
1,2023-06-26,288
2,2020-02-25,527
6,2020-02-01,409
1,2020-01-20,390
3,2019-12-11,578
6,2023-08-12,301
2,2023-10-31,274
6,2023-12-16,239
6,2024-02-17,248
6,2024-02-24,201
3,2015-05-06,568
4,2015-03-05,830
3,2017-05-03,714
6,2017-03-18,504
3,2016-12-21,676
7,2019-06-16,509
3,2019-05-22,693
4,2019-03-07,556
3,2016-08-31,661
3,2016-08-17,658
6,2019-02-23,439
6,2019-01-19,479
7,2019-01-06,376
2,2019-01-01,430
4,2018-12-20,806
1,2018-11-19,697
1,2014-10-13,451
6,2014-08-16,490
4,2014-07-24,539
2,2014-05-27,645
3,2014-03-12,515
7,2014-03-09,404
3,2014-03-19,525
5,2014-02-07,675
6,2014-02-08,424
3,2013-10-16,548
6,2018-08-11,568
7,2018-08-05,573
3,2018-07-18,688
2,2018-05-22,689
1,2018-06-04,698
7,2018-05-20,578
6,2021-07-10,293
7,2021-08-01,303
2,2021-08-10,331
3,2022-07-06,290
5,2022-04-29,361
7,2022-05-01,278
3,2022-03-09,286
2,2013-04-02,437
6,2016-06-04,635
7,2016-05-15,510
3,2016-06-01,772
7,2016-02-07,423
7,2018-04-15,510
7,2018-03-25,491
1,2022-05-16,298
5,2022-06-10,366
3,2022-06-15,361
6,2022-06-25,364
6,2020-10-31,334
1,2020-11-23,298
4,2020-04-30,173
7,2020-07-19,313
7,2020-06-21,245
1,2012-09-17,452
7,2012-10-07,481
3,2015-12-23,805
6,2017-09-16,623
6,2017-09-02,562
3,2017-08-02,618
4,2017-08-17,639
6,2012-08-04,568
1,2022-10-24,296
5,2023-06-23,255
2,2023-01-17,256
7,2023-02-05,207
3,2019-12-18,701
5,2019-12-06,563
2,2019-11-05,440
3,2023-12-06,222
6,2015-07-18,561
1,2015-04-13,554
1,2017-04-03,646
2,2017-02-07,626
5,2016-12-09,701
3,2016-11-23,807
1,2019-04-15,657
4,2019-03-14,611
1,2019-02-25,700
1,2019-02-11,568
2,2016-10-18,590
6,2016-09-24,612
1,2016-09-05,419
7,2019-01-27,445
3,2018-12-12,631
6,2014-12-20,505
1,2014-06-16,622
6,2014-05-24,486
7,2014-03-16,412
4,2014-02-20,556
6,2018-10-13,577
5,2018-07-20,700
3,2018-05-23,729
3,2021-04-28,380
2,2021-06-08,355
7,2022-01-02,180
7,2021-06-27,333
6,2021-10-30,352
6,2013-09-07,585
2,2013-06-04,613
5,2013-05-17,742
3,2013-04-17,535
6,2016-05-21,568
1,2016-05-09,646
6,2018-04-21,584
1,2018-03-12,679
2,2018-03-13,578
4,2017-11-16,811
5,2020-11-27,279
7,2021-04-11,215
5,2021-04-09,281
5,2020-10-16,304
3,2020-09-30,347
5,2013-03-22,604
3,2013-03-06,475
1,2013-03-04,597
2,2013-01-22,544
7,2012-10-21,426
5,2016-01-01,393
7,2015-12-27,518
6,2015-09-26,557
3,2015-09-09,740
1,2015-09-21,624
5,2017-06-02,737
2,2017-06-06,660
7,2012-07-29,376
4,2012-07-12,577
1,2022-11-07,280
3,2023-06-21,268
3,2022-11-09,259
6,2022-12-03,280
7,2023-07-30,256
2,2020-06-02,197
2,2020-02-18,428
6,2019-09-28,532
5,2019-08-30,630
6,2023-03-18,233
6,2023-08-26,253
5,2023-11-10,217
2,2023-11-21,360
4,2023-11-30,271
5,2024-01-19,251
7,2024-02-25,225
5,2015-08-07,726
5,2015-05-15,723
3,2015-01-28,458
4,2017-04-06,713
3,2019-08-14,537
1,2019-06-24,731
7,2019-05-05,529
5,2019-04-19,551
2,2019-04-09,537
3,2019-05-01,599
3,2016-09-21,621
5,2016-08-12,729
5,2016-07-29,774
7,2018-11-25,483
7,2014-11-02,532
1,2014-12-01,644
2,2014-09-23,592
5,2014-08-01,667
2,2014-07-29,526
1,2014-02-17,491
7,2014-01-19,380
2,2018-10-23,681
6,2018-06-02,622
2,2018-04-24,671
7,2021-05-23,330
5,2021-05-21,384
6,2021-05-29,242
2,2022-01-11,257
5,2021-08-27,349
3,2021-09-08,334
4,2021-12-02,319
3,2013-06-19,622
7,2013-03-17,426
2,2016-05-17,624
7,2016-03-27,459
4,2018-04-12,610
1,2018-01-08,720
4,2021-01-14,253
3,2020-12-30,238
5,2020-07-31,343
4,2020-05-28,209
4,2013-03-07,535
4,2012-09-20,522
3,2012-10-10,640
3,2015-11-04,672
6,2015-10-17,565
4,2015-09-03,665
6,2015-09-19,655
1,2015-08-24,575
5,2017-08-11,655
3,2017-06-21,744
4,2017-06-22,845
2,2017-05-16,694
4,2017-06-08,660
2,2023-05-23,270
7,2022-09-04,251
3,2023-09-20,286
2,2023-10-03,313
5,2019-11-15,621
3,2019-10-09,383
4,2019-08-29,592
4,2023-05-04,287
2,2015-06-23,703
6,2015-07-04,389
6,2017-05-13,683
4,2017-02-16,652
2,2019-03-05,639
4,2019-02-21,597
3,2014-12-24,519
5,2015-01-16,563
6,2014-11-22,512
4,2014-10-23,639
3,2014-10-22,708
3,2014-04-16,570
5,2018-09-07,671
4,2018-07-12,642
1,2022-03-28,299
4,2021-07-15,372
1,2021-08-09,339
5,2021-08-13,358
4,2021-11-04,317
1,2022-02-07,276
6,2021-10-02,349
7,2021-11-28,271
4,2013-05-30,685
3,2013-05-08,620
4,2018-02-15,645
3,2018-01-31,596
5,2021-01-01,257
4,2021-01-21,251
7,2020-12-20,194
2,2020-12-22,320
7,2020-10-25,281
5,2020-10-02,350
3,2020-10-07,308
1,2020-07-06,257
6,2020-08-01,375
5,2013-03-01,603
3,2013-02-20,510
7,2012-12-09,544
3,2015-10-21,720
5,2017-10-13,658
2,2017-07-18,706
2,2017-07-11,638
3,2017-05-10,668
6,2017-05-27,475
7,2022-09-18,295
1,2022-10-10,216
7,2023-01-01,275
5,2023-01-27,235
7,2019-12-15,503
1,2019-10-21,559
4,2019-10-31,616
7,2019-09-15,604
1,2019-09-16,620
5,2023-11-03,296
5,2023-04-28,305
2,2023-05-02,244
7,2023-08-27,249
1,2015-07-13,668
5,2015-06-19,732
1,2017-04-24,541
3,2017-01-04,590
5,2016-11-11,665
2,2016-11-29,752
1,2019-07-29,649
5,2019-08-02,610
2,2019-06-04,615
1,2019-05-13,613
3,2019-04-17,621
1,2019-03-18,575
6,2018-10-27,757
5,2015-01-23,598
6,2015-01-24,428
1,2015-01-05,498
2,2014-10-28,571
7,2014-10-05,505
7,2014-08-03,476
6,2014-03-01,497
5,2014-01-24,705
5,2018-08-03,749
1,2021-11-29,323
5,2021-06-18,387
6,2021-07-03,291
5,2021-10-22,381
3,2022-04-13,296
5,2013-06-28,608
6,2013-05-18,506
1,2013-05-27,420
5,2013-03-29,520
5,2013-04-05,582
7,2016-01-10,462
5,2016-02-19,532
6,2016-03-05,601
2,2016-02-23,623
1,2016-01-25,658
4,2018-03-01,619
5,2018-03-16,753
1,2017-11-06,682
1,2017-11-13,699
4,2022-07-21,297
2,2022-05-17,315
7,2022-07-24,265
1,2022-05-23,334
6,2022-05-28,293
7,2022-05-29,282
