f0_
506.68333333333328
495.9666666666667
474.72054794520551
482.27150537634378
497.01881720430106
506.8978494623658
490.0698924731185
528.25443786982237
510.01400560224067
459.72303206997105
441.16129032258061
447.02647058823527
