"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","temp","dewp","visib","wdsp","mxpsd","gust","prcp","max","min","fog","NUM_COLLISIONS"
"174",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,70.6,67.8,3.8,9.8,15,999.9,0,75.9,62.1,1,620
"175",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,69.1,61.2,8.5,9.8,15.9,22,0,75.9,66,0,567
"176",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,65.2,60.1,8.7,7.9,15.9,20,0,75,60.1,0,709
"177",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,71.8,62.1,10,8.4,14,999.9,0,81,60.1,0,597
"178",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,71.5,64.6,9.7,9.3,14,999.9,0,81,64.9,0,521
"179",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,70.9,64.9,8.3,5.3,8,999.9,0,80.1,66,0,668
"180",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,67.4,63,9.8,9.2,15.9,20,0,79,62.1,0,657
"181",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,72.3,68.8,6.8,4.5,11.1,999.9,0.01,82,62.1,1,611
"182",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,67.3,57.3,9.2,16.6,22,28,0,82,60.1,0,686
"183",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,64.9,57.6,10,6,9.9,999.9,0,73,54,0,659
"184",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,67.8,60.5,10,9.7,13,999.9,0,73.9,55,0,561
"185",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,71.4,67.9,6.9,9,12,999.9,0,77,64,1,545
"186",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,73.4,69.9,4.1,9.3,13,999.9,0,81,69.1,1,727
"187",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,72.6,69.7,3.6,5.4,8.9,999.9,0,82,68,1,606
"188",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,73.7,65,7.8,9.2,15.9,21,0,82,68,1,618
"189",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,71.9,60.8,10,8.3,14,999.9,0,80.1,63,0,623
"190",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,71.7,60.3,10,7.5,12,999.9,0,80.1,62.1,0,490
"191",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,68.5,60.2,9.7,4.4,8.9,999.9,0,80.1,60.1,0,451
"192",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,65.8,61.6,8.8,8.5,15,999.9,0,77,60.1,1,551
"193",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,71.1,66.5,9.9,8.3,9.9,999.9,0,75,61,0,626
"194",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,72.4,68.7,9,7.2,11.1,999.9,0,80.1,68,1,643
"195",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,76,69.9,5.4,6.8,12,999.9,0,86,68,1,629
"196",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,74.2,70.7,6.2,9.7,14,999.9,0,86,69.1,0,717
"197",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,76.7,68.5,8.5,8.5,12,17.1,0,87.1,71.1,0,753
"198",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,73.4,68.5,8.9,9.2,15,19,0,87.1,66,1,668
"199",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,75.9,64.8,9,7.8,12,999.9,0,82.9,66,0,550
"200",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,74,68.2,9.1,8.9,14,999.9,0,82.9,69.1,0,705
"201",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,75,71.7,6.1,10.4,15,22,0,81,70,0,666
"202",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,74.5,68.8,7.6,7.8,12,999.9,0.02,81,68,1,619
"203",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,73.5,59.6,10,9.3,15,999.9,0,81,66.9,0,630
"204",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,71.2,61.9,10,7.4,12,999.9,0,79,64,0,726
"205",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,69.7,61.1,10,11.8,15,22,0,78.1,64,0,545
"206",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,67,62.1,9.2,13.1,18.1,26,0,77,64,0,489
"207",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,66.9,60.8,9.3,6.6,13,999.9,0,73.9,55.9,1,611
"208",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,67.9,64.4,7.5,12,15.9,25.1,0,73.9,55.9,0,601
"209",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,71.9,67.4,7.2,7.9,13,999.9,1.01,77,64,1,643
"210",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,71.1,65.8,8.4,5.2,8.9,999.9,0,79,63,1,714
"211",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,70.4,63.5,8.6,4.8,8.9,999.9,0,81,62.1,0,729
"212",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,71.8,67,8.2,6.7,11.1,999.9,0,81,62.1,1,582
"213",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,74.3,68.8,9.5,8.5,12,999.9,0,82,70,0,552
"214",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,74.1,70.4,7.6,8,12,999.9,0,82.9,70,0,592
"215",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,74.5,71,8.8,8.8,12,999.9,0,82.9,70,1,623
"216",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,73.9,70.1,6.3,5.4,8.9,999.9,0,81,69.1,1,594
"217",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,73.4,69.4,6.4,9.7,15,19,0,82,68,1,600
"218",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,73.6,70.2,7.1,9.7,13,999.9,0,82,68,1,753
"219",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,73.9,71.1,4.8,6,8.9,999.9,0,82,70,1,581
"220",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,73.4,69.9,4.7,7.6,13,999.9,0,82,69.1,1,492
"221",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,71.7,69.2,3.8,5.4,8.9,999.9,0,81,68,1,575
"222",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,72.8,68.7,9.7,7.4,12,999.9,0.01,81,66.9,0,595
"223",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,73.8,68.1,9.2,7.4,14,999.9,0.3,81,68,0,606
"224",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,72.3,60.6,10,8.5,13,999.9,0,81,62.1,0,614
"225",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,71.4,59.5,10,6.6,9.9,999.9,0,80.1,62.1,0,609
"226",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,70.3,62.5,10,7,11.1,999.9,0,80.1,62.1,0,539
"227",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,72.6,66.8,10,8.5,14,999.9,0,80.1,63,0,563
"228",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,74.8,69.6,9,11.2,17.1,22,0,82,66.9,0,614
"229",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2015,74.6,64.7,9.4,8.3,13,999.9,0,82,64.9,0,626
"230",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,66,62.6,9.7,5.3,999.9,999.9,0,81,61,1,654
"231",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2015,74.5,70,7.5,6,999.9,999.9,0,81,69.1,0,665
"232",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,70.6,65.2,6.8,12,21,26,0,75,64,1,643
"233",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2015,66.8,55.9,10,9.3,17.1,18.1,0,73,54,0,541
"234",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2015,66.6,55.9,10,4.7,8,999.9,0,72,50,0,504
"235",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2015,73,66.9,10,11.9,15.9,22,0,79,64,0,485
"236",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2015,76.4,69.6,9.1,13.5,17.1,22.9,0,81,70,0,795
"237",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,75.8,71,7.6,10.3,12,18.1,0,81,71.6,1,740
"238",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2015,73.8,71.2,5.6,5.6,9.9,999.9,99.99,77,71.6,1,716
"239",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,68.6,65.6,9.5,12.6,21,24.1,99.99,72,64,0,765
"240",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2015,67.7,59.2,9.9,8.8,17.1,22.9,0,73,61,0,554
"241",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2015,68.2,65,8.8,8.4,11.1,15.9,99.99,73,63,0,478
"242",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2015,67.6,57.8,10,14.5,24.1,31.1,0,70,63,0,579
"243",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2015,70.8,58.4,10,10.1,13,18.1,0,79,64,0,579
"244",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,72.8,61.9,10,6.2,13,999.9,0,81,64,0,748
"245",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2015,69.3,65.6,7.8,5.9,8.9,999.9,0,75.9,48.9,1,744
"246",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,70.1,66.5,7.9,6.4,9.9,999.9,0,77,48.9,1,760
"247",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2015,70.4,66.2,6.6,5.2,12,999.9,0.01,77,63,1,655
"248",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2015,70.7,65.3,7.5,8.9,20,27,0,80.1,64,1,556
"249",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2015,63.9,52.9,10,17.3,21,28.9,0,80.1,61,0,624
"250",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2015,63.5,55.8,10,10.4,15,17.1,0,70,60.1,0,571
"251",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,62.4,55.2,10,9.8,15,20,0,70,55,0,501
"252",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2015,61.5,54.2,10,9.2,20,999.9,0,73,50,0,619
"253",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,61.2,50.2,10,10.3,18.1,22,0,73,50,0,585
"254",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2015,59.4,47.2,10,11.4,20,26,0,70,52,0,557
"255",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2015,59.4,50.9,10,7,12,15.9,0,70,48,0,493
"256",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2015,66.8,62,9.7,6.7,11.1,999.9,0,75.9,48,0,586
"257",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2015,69.3,65.6,8.5,7.8,12,999.9,0,75.9,61,0,557
"258",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,70.5,68.3,4.1,15.5,26,33,0.34,75,63,0,634
"259",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2015,59.7,55.3,8.1,21.4,28,36.9,1.26,73.9,57,0,683
"260",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,56,53.3,4.1,22.5,27,38.1,1.07,57.2,55,0,798
"261",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,55.5,50.4,7.9,22.1,27,38.1,1.01,57.9,53.6,0,556
"262",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015,56.2,46.7,10,19.2,22.9,33,0.04,60.1,53.1,0,536
"263",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2015,58.6,52.1,10,17.1,20,28.9,0,64,53.1,0,597
"264",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2015,59.4,51.7,10,10.5,15,22.9,0,64.4,51.1,0,631
"265",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,57,50.5,10,5.4,9.9,999.9,0,66,48.9,0,668
"266",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2015,59.8,51.9,10,8.2,15.9,20,0,66,51.1,0,666
"267",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,58.9,52.7,9.8,10.9,17.1,22,0,68,48,0,764
"268",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,59.2,49.2,9,13.1,22.9,32.1,0.56,68,46,0,649
"269",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015,56,46.7,10,8.1,14,999.9,0,64,44.1,0,559
"270",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2015,60.2,55.1,9.7,7.6,11.1,999.9,0,68,46,0,505
"271",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2015,64.4,61.2,6.5,8.3,12,999.9,0.18,73.9,50,1,724
"272",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,63.8,57.7,9,11.2,17.1,999.9,0.03,73.9,60.1,0,658
"273",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2015,57.1,42,10,10.4,14,999.9,0,68,52,0,683
"274",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,60.1,47.3,9.8,11.7,15.9,32.1,0,66,52,0,676
"275",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,52.7,39.6,10,8.2,18.1,22.9,0.07,66,41,0,565
"276",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015,46.1,28,10,13.7,19,25.1,0,60.1,41,0,551
"277",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2015,42.8,24.8,10,12.6,19,25.1,0,48,39.9,0,667
"278",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2015,58.2,45.6,9.7,21.3,26,34,0,66,39.9,0,714
"279",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,62.7,52.4,9.9,8.7,15,999.9,0,70,52,0,720
"280",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2015,60.5,55.7,8.8,9.7,18.1,24.1,0,70,52,1,666
"281",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,56.2,43,10,15.4,21,31.1,0.01,66.9,48.9,0,742
"282",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,51.5,38.3,10,9.4,17.1,26,0,63,48,0,519
"283",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015,57,51.7,9.7,6.9,13,999.9,0,62.1,48.9,0,522
"284",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2015,52.3,39.8,10,12.9,22.9,29.9,0,62.1,41,0,698
"285",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2015,46.7,36.2,10,5.9,8.9,999.9,0,57,36,0,631
"286",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,53.8,46.9,9.3,13.2,22.9,31.1,0,61,36,0,689
"287",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2015,63.2,60.9,3.5,17.6,24.1,35.9,0.54,66,46.9,1,767
"288",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,57.4,41.6,10,11.1,17.1,25.1,0.4,66,51.1,0,688
"289",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,58.3,49.4,9.5,7.8,13,18.1,0,64.9,50,0,613
"290",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,54.4,50.7,8.2,6.4,14,999.9,0,64.9,43,1,655
"291",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,57,49.3,9.7,7.4,11.1,999.9,0,64,43,0,672
"292",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,58.9,55.9,9.1,7.6,11.1,999.9,0,66.9,48.9,1,690
"293",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,62.3,60.4,4.3,11.3,24.1,34,0.14,66.9,52,1,616
"294",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,61.4,54.7,6.9,10.9,21,26,0,64.9,57,0,500
"295",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,53.2,35.5,10,11,22,28.9,0,64.9,46.9,0,472
"296",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,51.4,37.7,10,7.9,13,999.9,0,60.1,43,0,615
"297",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,55.8,50.8,9.3,7.9,15.9,22.9,0,61,43,0,757
"298",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,56.1,53.7,4,20.5,28.9,38.1,0.72,61,50,0,530
"299",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,52.5,49,7.3,11.5,24.1,29.9,0.17,59,51.1,0,637
"300",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,58.3,47.5,9.8,16.9,25.1,34,0.07,61,51.1,0,677
"301",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,49,29,10,18.7,24.1,35.9,0,61,43,0,613
"302",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,47.6,32.3,10,14.3,22.9,27,0,55.9,41,0,500
"303",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,54,41.2,10,8.3,11.1,999.9,0,60.1,41,0,618
"304",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,45.3,31.2,10,11.9,18.1,24.1,0,60.1,37.9,0,684
"305",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,42.9,33.8,10,3.2,8.9,999.9,0,51.1,30.9,0,628
"306",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,50.4,43.6,10,11.8,18.1,999.9,0,57,30.9,0,797
"307",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,57,52.8,7.2,13.6,19,25.1,0.08,61,46.9,0,819
"308",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,48.8,34.7,10,14.3,20,28.9,0.78,61,39.9,0,597
"309",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,50.1,45.5,8.1,6.6,17.1,22.9,0,57.2,39,0,431
"310",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,45.2,35.2,8.5,17.4,25.1,34,1.68,57,39.9,0,704
"311",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,37.5,17,10,11.7,20,25.1,0.25,48,30.9,0,733
"312",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,39.6,26.8,10,4.3,8,999.9,0,50,28.9,0,717
"313",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,52.6,48.4,9.8,7.5,11.1,999.9,0,59,45,0,480
"314",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,54.5,50.4,9.1,9.4,14,999.9,0,62.1,45,0,508
"315",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,46.1,38.8,9.6,9.4,15,999.9,0,62.1,39.9,0,453
"316",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,40.5,26.7,10,11.3,17.1,25.1,0,48.9,30.9,0,611
"317",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,40.1,32.7,9.3,7.9,14,20,0,50,30,0,746
"318",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,53.6,51.9,2.3,9.1,18.1,26,0.65,57,48.9,1,655
"319",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,53.5,47.1,6.4,13,24.1,32.1,0.11,57,46.9,1,623
"320",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,45.6,32,10,10.9,19,24.1,0.03,57,42.1,0,680
"321",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,45.6,34,10,6.1,11.1,999.9,0,52,35.1,0,629
"322",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,45.4,40.9,8.5,6.2,13,999.9,0,55,34,1,485
"323",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,50.8,45.5,8,9.2,14,999.9,0,55.9,34,0,668
"324",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,47.4,42.3,7.8,11.3,18.1,25.1,0,55.9,44.1,0,618
"325",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,43.7,32.9,10,8.7,17.1,999.9,0.3,50,34,0,575
"326",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,51.1,46.4,9,9.3,15,18.1,0.02,57,34,0,668
"327",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,52.2,50,6.1,5.8,11.1,999.9,0,57.9,46,1,694
"328",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,55,46.1,8.1,9.8,14,24.1,0,62.1,45,0,578
"329",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,53.6,46.9,8.1,7.5,13,999.9,0,62.1,45,0,549
"330",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,52.6,48.2,6.7,7.9,12,999.9,0,57,50,1,637
"331",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,58,51.5,5.9,15,22,29.9,0.69,61,50,1,755
"332",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,46.5,35.5,10,12.3,17.1,22.9,0.35,61,43,0,673
"333",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,48.9,43.7,8.8,9.7,18.1,999.9,0,57,42.1,0,745
"334",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,54.2,52.4,2.4,11.3,20,24.1,0.64,60.1,42.1,1,767
"335",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,42.1,24.9,10,16.7,22.9,32.1,0.14,55.9,39,0,624
"336",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,38.5,19.5,10,14,22,32.1,0,44.1,34,0,500
"337",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,49.5,40.8,9.4,14.3,20,28,0,55.9,34,0,612
"338",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,54.8,52.1,4.4,11.3,17.1,22,0,57.9,45,1,699
"339",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,53.5,51.2,3.9,8.3,15.9,20,0.13,60.1,46,1,805
"340",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,57.7,55.8,2.1,15.6,20,28,0.81,61,46,1,603
"341",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,52.9,49,4.5,13.1,19,24.1,0.03,57,46,1,518
"342",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,40.9,30,9.3,18.5,22.9,33,0.1,57,33.1,0,490
"343",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,42.8,35.9,6.1,15.6,24.1,33,0.13,57,33.1,1,533
"344",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,44.8,40.6,9.4,8.8,18.1,25.1,0.58,57,36,0,501
"345",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,46.5,41.8,9.5,11,15,999.9,0,48,45,0,527
"346",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,44.4,29.4,10,15.5,22.9,33,0,52,34,0,432
"347",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,38.2,27.4,10,13.5,24.1,31.1,0,52,34,0,601
"348",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,27.7,18.1,7.9,20.3,28.9,39,0,43,24.1,0,640
"349",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,33.5,19.3,10,8.3,17.1,999.9,0,45,21,0,625
"350",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,40.5,29.9,10,6.8,13,999.9,0,46.9,24.1,0,542
"351",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,41.3,33.1,9.9,11.8,20,28,0,48,30.9,0,602
"352",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,45.9,38.6,10,9.3,15.9,21,0,50,30.9,0,554
