"","day","year","mo","collision_date","temp","dewp","max","min","fog","NUM_COLLISIONS"
"2176",2,2018,4,"2018-04-17",45.6,41.3,53.1,39,0,600
"2177",3,2018,4,"2018-04-18",41.9,34.1,50,37,0,662
"2178",4,2018,4,"2018-04-19",41.8,40.6,46.9,37,0,706
"2179",5,2018,4,"2018-04-20",43.2,33.2,51.1,37,0,707
"2180",6,2018,4,"2018-04-21",44.6,31.9,52,37,0,584
"2181",7,2018,4,"2018-04-22",46.3,33.1,55.9,37,0,568
"2182",1,2018,4,"2018-04-23",46.4,33.6,57.9,35.1,0,675
"2183",2,2018,4,"2018-04-24",44.7,41.7,57.9,34,0,671
"2184",3,2018,4,"2018-04-25",49.2,48.2,55,35.1,0,626
"2185",4,2018,4,"2018-04-26",50,48.9,55,48,1,729
"2186",5,2018,4,"2018-04-27",48.8,46.9,55.9,39.9,1,690
"2187",6,2018,4,"2018-04-28",49.5,48.3,60.1,39.9,1,604
"2188",7,2018,4,"2018-04-29",50.5,48.7,60.1,43,0,505
"2189",1,2018,4,"2018-04-30",46.2,40.4,57.9,41,0,656
"2190",2,2018,5,"2018-05-01",48.4,43.7,57,41,0,713
"2191",3,2018,5,"2018-05-02",54.5,45.7,66,43,0,792
"2192",4,2018,5,"2018-05-03",54,48.6,66,48.9,0,790
"2193",5,2018,5,"2018-05-04",53.3,51.3,59,50,0,723
"2194",6,2018,5,"2018-05-05",58,47.5,66,51.1,0,602
"2195",7,2018,5,"2018-05-06",52.5,49.7,66,48.9,1,495
"2196",1,2018,5,"2018-05-07",53,49.7,63,46,0,695
"2197",2,2018,5,"2018-05-08",48.4,46.3,60.1,39,1,736
"2198",3,2018,5,"2018-05-09",51.2,50.1,61,46.9,1,711
"2199",4,2018,5,"2018-05-10",51,50.2,59,48,1,663
"2200",5,2018,5,"2018-05-11",56.8,48.7,69.1,48,1,805
"2201",6,2018,5,"2018-05-12",48.9,46.2,52,45,0,602
"2202",7,2018,5,"2018-05-13",49.7,48.5,54,43,0,529
"2203",1,2018,5,"2018-05-14",50.5,49.6,57,48,1,689
"2204",2,2018,5,"2018-05-15",53.9,53.4,60.1,48,1,778
"2205",3,2018,5,"2018-05-16",55.3,53.8,60.1,50,0,686
"2206",4,2018,5,"2018-05-17",54.1,54.1,62.1,50,1,732
"2207",5,2018,5,"2018-05-18",52.2,49.1,62.1,48,1,616
"2208",6,2018,5,"2018-05-19",49.6,49,55.9,46,1,583
"2209",7,2018,5,"2018-05-20",56.5,56.4,60.8,51.1,1,578
"2210",1,2018,5,"2018-05-21",60.9,51,69.1,52,0,626
"2211",2,2018,5,"2018-05-22",54.6,49.5,69.1,48,0,689
"2212",3,2018,5,"2018-05-23",57.3,55.7,68,50,1,729
"2213",4,2018,5,"2018-05-24",56.3,49.7,68,50,0,770
"2214",5,2018,5,"2018-05-25",56.5,53.6,63,50,1,799
"2215",6,2018,5,"2018-05-26",58.8,56.7,64.4,55,1,601
"2216",7,2018,5,"2018-05-27",53.7,53.4,64,51.1,0,487
"2218",2,2018,5,"2018-05-29",57.7,55.8,77,50,1,809
"2219",3,2018,5,"2018-05-30",59.2,54.2,77,50,1,708
"2220",4,2018,5,"2018-05-31",55.1,54.6,69.1,50,1,698
"2221",5,2018,6,"2018-06-01",58.6,58.4,64.9,51.1,1,751
"2222",6,2018,6,"2018-06-02",63.1,60.8,75.9,55.9,1,622
"2223",7,2018,6,"2018-06-03",52.8,48.1,57.9,46.9,0,525
"2224",1,2018,6,"2018-06-04",51,50.1,57,46.9,0,698
"2225",2,2018,6,"2018-06-05",54.5,51.3,61,48,0,688
"2226",3,2018,6,"2018-06-06",54.8,50.8,61,50,0,651
"2227",4,2018,6,"2018-06-07",51.5,48,57.9,43,0,693
"2228",5,2018,6,"2018-06-08",54.8,51.9,62.1,43,1,757
"2229",6,2018,6,"2018-06-09",62.9,55.8,77,45,0,706
"2230",7,2018,6,"2018-06-10",61.5,49.5,77,54,1,533
"2231",1,2018,6,"2018-06-11",56.2,45.3,68,51.1,0,686
"2232",2,2018,6,"2018-06-12",55.3,48.6,64,46,0,720
"2233",3,2018,6,"2018-06-13",59.4,57,66,46.9,1,706
"2235",5,2018,6,"2018-06-15",59,54,71.1,54,0,728
"2236",6,2018,6,"2018-06-16",62.8,56,75,51.1,0,677
"2237",7,2018,6,"2018-06-17",66.7,56.6,82,54,0,627
"2238",1,2018,6,"2018-06-18",62.9,60.4,82,57.9,1,808
"2239",2,2018,6,"2018-06-19",67.7,61.8,78.1,60.1,1,812
"2240",3,2018,6,"2018-06-20",62.8,58.8,78.1,52,1,698
"2241",4,2018,6,"2018-06-21",63.4,61.5,72,52,1,815
"2242",5,2018,6,"2018-06-22",61.1,56.4,69.1,55.9,1,728
"2243",6,2018,6,"2018-06-23",59.2,57,69.1,55.9,1,513
"2244",7,2018,6,"2018-06-24",62.7,61.5,68,57,1,553
"2245",1,2018,6,"2018-06-25",63.8,60.8,70,57.9,1,733
"2246",2,2018,6,"2018-06-26",60.7,55.3,71.1,50,0,762
"2247",3,2018,6,"2018-06-27",62.7,59.1,71.1,50,0,540
"2248",4,2018,6,"2018-06-28",64.1,62.6,69.1,59,0,737
"2250",6,2018,6,"2018-06-30",71.1,65.4,82,62.1,0,651
"2251",7,2018,7,"2018-07-01",70.8,66.4,86,62.1,0,563
"2252",1,2018,7,"2018-07-02",68.4,64.9,86,63,0,719
"2253",2,2018,7,"2018-07-03",66.9,66.2,73.9,61,1,678
"2255",4,2018,7,"2018-07-05",71.7,71,81,66.9,1,720
"2256",5,2018,7,"2018-07-06",70.6,69.3,77,66.9,1,654
"2257",6,2018,7,"2018-07-07",67.3,52.8,75.9,60.1,0,526
"2258",7,2018,7,"2018-07-08",61.7,52.8,73.9,51.1,0,545
"2259",1,2018,7,"2018-07-09",60.9,53.6,73.9,50,0,672
"2260",2,2018,7,"2018-07-10",67.2,64.7,73,50,0,727
"2261",3,2018,7,"2018-07-11",68.3,65.1,73.9,63,0,627
"2262",4,2018,7,"2018-07-12",68.2,59.5,77,60.1,0,642
"2263",5,2018,7,"2018-07-13",64.8,55.1,77,54,0,726
"2264",6,2018,7,"2018-07-14",64.9,59.5,73.9,54,0,577
"2265",7,2018,7,"2018-07-15",65.5,61.6,72,55.9,1,564
"2266",1,2018,7,"2018-07-16",68.7,67.9,75,61,1,719
"2267",2,2018,7,"2018-07-17",70.5,69,75.9,66,1,680
"2268",3,2018,7,"2018-07-18",71.2,66.7,77,66.9,0,688
"2269",4,2018,7,"2018-07-19",67.9,57.5,77,59,0,739
"2270",5,2018,7,"2018-07-20",64.3,56.7,77,54,0,700
"2271",6,2018,7,"2018-07-21",59.8,9999.9,73,52,1,622
"2272",7,2018,7,"2018-07-22",66.5,66.2,72,52,1,540
"2273",1,2018,7,"2018-07-23",69.9,68.1,73.9,63,0,614
"2274",2,2018,7,"2018-07-24",69.2,68.1,75,66,1,654
"2275",3,2018,7,"2018-07-25",69.8,68.7,75.9,66,1,657
"2276",4,2018,7,"2018-07-26",69.8,69.4,75.9,66,0,606
"2277",5,2018,7,"2018-07-27",70.6,70.1,75.9,68,1,753
"2278",6,2018,7,"2018-07-28",69.7,69.7,75.9,66.9,1,637
"2279",7,2018,7,"2018-07-29",72.9,69.1,80.1,66.9,1,463
"2280",1,2018,7,"2018-07-30",71.3,66.7,80.1,64.9,0,580
"2281",2,2018,7,"2018-07-31",68.9,65.8,80.1,64,1,709
"2282",3,2018,8,"2018-08-01",69.2,67.6,73.9,64,1,660
"2283",4,2018,8,"2018-08-02",73.7,72.5,78.1,64,0,722
"2284",5,2018,8,"2018-08-03",73.7,72.6,79,71.1,1,749
"2285",6,2018,8,"2018-08-04",71.8,71.2,79,69.1,1,605
"2286",7,2018,8,"2018-08-05",74.3,70.4,81,69.1,0,573
"2287",1,2018,8,"2018-08-06",74.8,73.4,81,70,0,632
"2288",2,2018,8,"2018-08-07",75.8,74.1,82,71.1,0,658
"2289",3,2018,8,"2018-08-08",74.6,73.6,82,70,1,656
"2290",4,2018,8,"2018-08-09",74.9,73.5,82.9,70,1,709
"2291",5,2018,8,"2018-08-10",76.9,68.4,86,68,0,707
"2292",6,2018,8,"2018-08-11",68.8,66.2,86,64,0,568
"2293",7,2018,8,"2018-08-12",70.9,69.7,75.9,64,0,499
"2294",1,2018,8,"2018-08-13",69.1,68.1,75.9,64.9,1,617
"2295",2,2018,8,"2018-08-14",72.8,71.4,80.1,64.9,1,701
"2296",3,2018,8,"2018-08-15",74.1,70.4,80.1,69.1,0,645
"2297",4,2018,8,"2018-08-16",77.2,71.4,87.1,70,0,647
"2298",5,2018,8,"2018-08-17",74.9,72.1,87.1,66,1,703
"2299",6,2018,8,"2018-08-18",73.9,72.4,82.9,66,1,579
"2300",7,2018,8,"2018-08-19",68.5,65.5,81,66,0,490
"2301",1,2018,8,"2018-08-20",66.7,66,72,66,0,562
"2302",2,2018,8,"2018-08-21",66.7,65.5,70,64.4,0,580
"2303",3,2018,8,"2018-08-22",68.1,67.4,75.9,62.1,1,599
"2304",4,2018,8,"2018-08-23",70,61.6,75.9,62.1,0,610
"2305",5,2018,8,"2018-08-24",67.1,61.5,75.9,55,0,681
"2306",6,2018,8,"2018-08-25",66.5,60.3,75.9,55,1,552
"2307",7,2018,8,"2018-08-26",68.2,60.3,77,57,0,528
"2308",1,2018,8,"2018-08-27",73.1,69.6,84,62.1,0,651
"2309",2,2018,8,"2018-08-28",73,71.2,84,66.9,1,715
"2310",3,2018,8,"2018-08-29",75.3,72.7,84.9,69.1,0,685
"2311",4,2018,8,"2018-08-30",76.2,72.4,90,71.1,0,736
"2312",5,2018,8,"2018-08-31",69.9,63.6,73.9,63,0,623
"2313",6,2018,9,"2018-09-01",65,59.4,75,55.9,0,529
"2314",7,2018,9,"2018-09-02",67,64,79,55.9,0,528
"2315",1,2018,9,"2018-09-03",69.9,69.1,79,59,0,533
"2316",2,2018,9,"2018-09-04",75.7,70.6,86,66,1,786
"2317",3,2018,9,"2018-09-05",69.2,64.7,86,61,1,768
"2318",4,2018,9,"2018-09-06",72.6,70.2,80.1,61,0,822
"2319",5,2018,9,"2018-09-07",71.1,64.3,80.1,66,0,671
"2320",6,2018,9,"2018-09-08",66.6,60.3,75,61,0,568
"2321",7,2018,9,"2018-09-09",62.6,50.8,73,59,0,556
"2322",1,2018,9,"2018-09-10",62.3,55.4,68,59,0,650
"2323",2,2018,9,"2018-09-11",68.9,67.5,75.9,61,1,544
"2324",3,2018,9,"2018-09-12",71,69.6,79,66,1,783
"2325",4,2018,9,"2018-09-13",66.1,63.8,79,63,1,718
"2326",5,2018,9,"2018-09-14",64.9,60.7,73.9,59,1,684
"2327",6,2018,9,"2018-09-15",65.9,61,75.9,57,1,596
"2328",7,2018,9,"2018-09-16",63.9,59.5,75.9,54,1,597
"2329",1,2018,9,"2018-09-17",65.6,62.6,75,55.9,1,673
"2330",2,2018,9,"2018-09-18",71,69.2,75.9,68,0,740
"2331",3,2018,9,"2018-09-19",66.5,63.8,70,62.1,0,519
"2332",4,2018,9,"2018-09-20",63.7,57.9,69.1,60.1,0,659
"2333",5,2018,9,"2018-09-21",60.6,54.6,69.1,53.1,0,715
"2334",6,2018,9,"2018-09-22",68.8,60.1,78.1,53.1,0,562
"2335",7,2018,9,"2018-09-23",59.8,50.2,78.1,53.1,0,475
"2336",1,2018,9,"2018-09-24",57.4,50.3,64,50,0,594
"2337",2,2018,9,"2018-09-25",60.5,55.1,64.9,51.1,0,715
"2338",3,2018,9,"2018-09-26",69.4,67.3,75,55.9,0,755
"2339",4,2018,9,"2018-09-27",66.3,62.6,75,60.1,0,672
"2340",5,2018,9,"2018-09-28",60.5,58.5,70,55.9,0,712
"2341",6,2018,9,"2018-09-29",62.3,56.3,72,53.1,0,604
"2342",7,2018,9,"2018-09-30",61,53.5,72,51.1,1,510
"2343",1,2018,10,"2018-10-01",62,56.1,70,51.1,0,583
"2344",2,2018,10,"2018-10-02",64.7,62.1,71.1,52,0,613
"2345",3,2018,10,"2018-10-03",64.4,62.3,71.1,59,0,778
"2346",4,2018,10,"2018-10-04",60,57.1,69.1,55.9,0,717
"2347",5,2018,10,"2018-10-05",62.2,57,66.9,55.9,0,796
"2348",6,2018,10,"2018-10-06",55.5,46.3,66.9,46,0,544
"2349",7,2018,10,"2018-10-07",64.4,59.6,69.1,46,0,529
"2350",1,2018,10,"2018-10-08",60.7,55.7,69.1,57.9,0,501
"2351",2,2018,10,"2018-10-09",63.1,59,70,57,0,628
"2352",3,2018,10,"2018-10-10",66.2,64.9,72,57.9,1,708
"2353",4,2018,10,"2018-10-11",67.2,65.9,72,64,1,741
"2355",6,2018,10,"2018-10-13",53.2,44.9,68,48.9,0,577
"2356",7,2018,10,"2018-10-14",52.8,37.7,57.9,46.9,0,516
"2357",1,2018,10,"2018-10-15",57.1,51.9,64.9,43,0,692
"2358",2,2018,10,"2018-10-16",57.1,44.8,69.1,43,0,688
"2359",3,2018,10,"2018-10-17",55.6,40.7,63,46.9,0,699
"2360",4,2018,10,"2018-10-18",45.6,23.6,63,41,0,735
"2361",5,2018,10,"2018-10-19",49.2,33.4,59,39.9,0,787
"2362",6,2018,10,"2018-10-20",59.5,53.2,61,57.2,0,629
"2363",7,2018,10,"2018-10-21",48.5,41.4,62.1,42.1,0,593
"2364",1,2018,10,"2018-10-22",43.3,24.9,52,36,0,650
"2365",2,2018,10,"2018-10-23",51.5,43.7,59,36,0,681
"2366",3,2018,10,"2018-10-24",48.8,41.3,59,44.1,0,719
"2367",4,2018,10,"2018-10-25",45.3,32.4,53.1,42.1,0,763
"2368",5,2018,10,"2018-10-26",39.8,25.4,50,33.1,0,747
"2369",6,2018,10,"2018-10-27",50,45.3,59,33.1,0,757
"2370",7,2018,10,"2018-10-28",56.8,52.7,61,44.1,0,556
"2371",1,2018,10,"2018-10-29",54.9,48.9,61,51.1,0,696
"2372",2,2018,10,"2018-10-30",47.9,35.4,60.1,45,0,721
"2373",3,2018,10,"2018-10-31",45.9,35.8,54,32,0,646
"2374",4,2018,11,"2018-11-01",58,54.7,62.1,54,0,696
"2375",5,2018,11,"2018-11-02",60,57.8,64,55,0,746
"2376",6,2018,11,"2018-11-03",59.7,55.6,64,54,0,656
"2377",7,2018,11,"2018-11-04",47.7,32.3,63,37,0,502
"2378",1,2018,11,"2018-11-05",47.5,41.9,53.1,37,0,759
"2379",2,2018,11,"2018-11-06",56.8,56.2,61,39,1,679
"2380",3,2018,11,"2018-11-07",57.9,52.2,62.6,55,0,696
"2381",4,2018,11,"2018-11-08",52.1,38.7,61,44.1,0,631
"2383",6,2018,11,"2018-11-10",52.2,44.9,62.1,39,0,606
"2384",7,2018,11,"2018-11-11",39.9,21.2,44.1,37,0,500
"2385",1,2018,11,"2018-11-12",41.7,24.7,48,37,0,497
"2386",2,2018,11,"2018-11-13",51.9,46.5,61,37,0,754
"2387",3,2018,11,"2018-11-14",39.3,20.6,61,33.1,0,688
"2389",5,2018,11,"2018-11-16",42.8,39.1,53.1,35.1,0,720
"2390",6,2018,11,"2018-11-17",44.5,31.4,50,41,0,559
"2391",7,2018,11,"2018-11-18",41.7,29.3,44.1,35.1,0,470
"2392",1,2018,11,"2018-11-19",46.7,41,54,37.9,0,697
"2393",2,2018,11,"2018-11-20",48.2,46.3,52,43,0,695
"2394",3,2018,11,"2018-11-21",39.9,28.6,46,34,0,732
"2396",5,2018,11,"2018-11-23",23,11.1,30.9,19,0,476
"2397",6,2018,11,"2018-11-24",41.4,31.9,50,19,0,536
"2398",7,2018,11,"2018-11-25",47.7,45.7,51.8,45,0,483
"2399",1,2018,11,"2018-11-26",45.4,42.8,48.9,42.8,0,743
"2400",2,2018,11,"2018-11-27",46.9,42.2,51.1,42.1,0,609
"2401",3,2018,11,"2018-11-28",41,30.4,51.1,36,0,573
"2402",4,2018,11,"2018-11-29",41.3,29,48.9,36,0,646
"2403",5,2018,11,"2018-11-30",38.4,30.1,48.9,33.1,0,743
"2404",6,2018,12,"2018-12-01",38.3,31.9,44.1,33.1,0,601
"2405",7,2018,12,"2018-12-02",46,44.1,53.6,33.1,1,558
"2406",1,2018,12,"2018-12-03",51,49,54,42.1,1,697
"2407",2,2018,12,"2018-12-04",40.6,28.1,54,34,0,684
"2408",3,2018,12,"2018-12-05",31.6,20.6,46.9,24.1,0,652
"2409",4,2018,12,"2018-12-06",34.9,20.5,42.1,24.1,0,681
"2410",5,2018,12,"2018-12-07",38,22.5,42.1,27,0,705
"2411",6,2018,12,"2018-12-08",27.9,7.7,41,23,0,652
"2412",7,2018,12,"2018-12-09",29.7,13.1,34,23,0,465
"2413",1,2018,12,"2018-12-10",35.5,23.8,43,25,0,651
"2414",2,2018,12,"2018-12-11",32,22.9,43,25,0,707
"2415",3,2018,12,"2018-12-12",32.3,22.3,39.9,23,0,631
"2416",4,2018,12,"2018-12-13",30.9,18.7,37.9,23,0,686
"2418",6,2018,12,"2018-12-15",46.1,44.8,51.1,26.1,1,628
"2419",7,2018,12,"2018-12-16",43.8,37.8,51.1,42.1,0,622
"2420",1,2018,12,"2018-12-17",42.2,39.7,46.4,37.4,0,689
"2421",2,2018,12,"2018-12-18",33.3,18.2,46,26.1,0,731
"2422",3,2018,12,"2018-12-19",29.8,16.2,39,21,0,749
"2423",4,2018,12,"2018-12-20",38.6,34.4,48,21,0,806
"2424",5,2018,12,"2018-12-21",50.4,49.1,57,44.1,1,782
"2425",6,2018,12,"2018-12-22",48.3,45.8,57,39,1,568
"2426",7,2018,12,"2018-12-23",36.7,23.9,51.1,32,0,505
"2427",1,2018,12,"2018-12-24",35.2,29.1,39.9,28.9,0,580
"2429",3,2018,12,"2018-12-26",31.8,12.5,39.9,27,0,514
"2430",4,2018,12,"2018-12-27",34.7,23,37.9,26.1,0,582
"2431",5,2018,12,"2018-12-28",41.8,36.7,50,26.1,0,681
"2432",6,2018,12,"2018-12-29",48.4,44,54,35.1,1,499
"2434",1,2018,12,"2018-12-31",32,23.7,43,21,0,622
