"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","temp","dewp","max","min","fog","NUM_COLLISIONS"
"222",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,72.8,68.7,81,66.9,0,595
"223",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,73.8,68.1,81,68,0,606
"224",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,72.3,60.6,81,62.1,0,614
"225",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,71.4,59.5,80.1,62.1,0,609
"226",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,70.3,62.5,80.1,62.1,0,539
"227",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,72.6,66.8,80.1,63,0,563
"228",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,74.8,69.6,82,66.9,0,614
"229",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2015,74.6,64.7,82,64.9,0,626
"230",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,66,62.6,81,61,1,654
"231",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2015,74.5,70,81,69.1,0,665
"232",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,70.6,65.2,75,64,1,643
"233",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2015,66.8,55.9,73,54,0,541
"234",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2015,66.6,55.9,72,50,0,504
"235",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2015,73,66.9,79,64,0,485
"236",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2015,76.4,69.6,81,70,0,795
"237",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,75.8,71,81,71.6,1,740
"238",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2015,73.8,71.2,77,71.6,1,716
"239",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,68.6,65.6,72,64,0,765
"240",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2015,67.7,59.2,73,61,0,554
"241",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2015,68.2,65,73,63,0,478
"242",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2015,67.6,57.8,70,63,0,579
"243",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2015,70.8,58.4,79,64,0,579
"244",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,72.8,61.9,81,64,0,748
"245",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2015,69.3,65.6,75.9,48.9,1,744
"246",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,70.1,66.5,77,48.9,1,760
"247",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2015,70.4,66.2,77,63,1,655
"248",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2015,70.7,65.3,80.1,64,1,556
"249",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2015,63.9,52.9,80.1,61,0,624
"250",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2015,63.5,55.8,70,60.1,0,571
"251",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,62.4,55.2,70,55,0,501
"252",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2015,61.5,54.2,73,50,0,619
"253",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,61.2,50.2,73,50,0,585
"254",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2015,59.4,47.2,70,52,0,557
"255",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2015,59.4,50.9,70,48,0,493
"256",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2015,66.8,62,75.9,48,0,586
"257",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2015,69.3,65.6,75.9,61,0,557
"258",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,70.5,68.3,75,63,0,634
"259",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2015,59.7,55.3,73.9,57,0,683
"260",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,56,53.3,57.2,55,0,798
"261",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,55.5,50.4,57.9,53.6,0,556
"262",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015,56.2,46.7,60.1,53.1,0,536
"263",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2015,58.6,52.1,64,53.1,0,597
"264",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2015,59.4,51.7,64.4,51.1,0,631
"265",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,57,50.5,66,48.9,0,668
"266",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2015,59.8,51.9,66,51.1,0,666
"267",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,58.9,52.7,68,48,0,764
"268",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,59.2,49.2,68,46,0,649
"269",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015,56,46.7,64,44.1,0,559
"270",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2015,60.2,55.1,68,46,0,505
"271",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2015,64.4,61.2,73.9,50,1,724
"272",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,63.8,57.7,73.9,60.1,0,658
"273",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2015,57.1,42,68,52,0,683
"274",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,60.1,47.3,66,52,0,676
"275",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,52.7,39.6,66,41,0,565
"276",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015,46.1,28,60.1,41,0,551
"277",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2015,42.8,24.8,48,39.9,0,667
"278",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2015,58.2,45.6,66,39.9,0,714
"279",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,62.7,52.4,70,52,0,720
"280",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2015,60.5,55.7,70,52,1,666
"281",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,56.2,43,66.9,48.9,0,742
"282",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,51.5,38.3,63,48,0,519
"283",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015,57,51.7,62.1,48.9,0,522
"284",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2015,52.3,39.8,62.1,41,0,698
"285",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2015,46.7,36.2,57,36,0,631
"286",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,53.8,46.9,61,36,0,689
"287",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2015,63.2,60.9,66,46.9,1,767
"288",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,57.4,41.6,66,51.1,0,688
"289",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,58.3,49.4,64.9,50,0,613
"290",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,54.4,50.7,64.9,43,1,655
"291",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,57,49.3,64,43,0,672
"292",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,58.9,55.9,66.9,48.9,1,690
"293",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,62.3,60.4,66.9,52,1,616
"294",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,61.4,54.7,64.9,57,0,500
"295",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,53.2,35.5,64.9,46.9,0,472
"296",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,51.4,37.7,60.1,43,0,615
"297",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,55.8,50.8,61,43,0,757
"298",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,56.1,53.7,61,50,0,530
"299",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,52.5,49,59,51.1,0,637
"300",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,58.3,47.5,61,51.1,0,677
"301",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,49,29,61,43,0,613
"302",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,47.6,32.3,55.9,41,0,500
"303",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,54,41.2,60.1,41,0,618
"304",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,45.3,31.2,60.1,37.9,0,684
"305",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,42.9,33.8,51.1,30.9,0,628
"306",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,50.4,43.6,57,30.9,0,797
"307",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,57,52.8,61,46.9,0,819
"308",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,48.8,34.7,61,39.9,0,597
"309",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,50.1,45.5,57.2,39,0,431
"310",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,45.2,35.2,57,39.9,0,704
"311",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,37.5,17,48,30.9,0,733
"312",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,39.6,26.8,50,28.9,0,717
"313",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,52.6,48.4,59,45,0,480
"314",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,54.5,50.4,62.1,45,0,508
"315",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,46.1,38.8,62.1,39.9,0,453
"316",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,40.5,26.7,48.9,30.9,0,611
"317",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,40.1,32.7,50,30,0,746
"318",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,53.6,51.9,57,48.9,1,655
"319",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,53.5,47.1,57,46.9,1,623
"320",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,45.6,32,57,42.1,0,680
"321",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,45.6,34,52,35.1,0,629
"322",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,45.4,40.9,55,34,1,485
"323",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,50.8,45.5,55.9,34,0,668
"324",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,47.4,42.3,55.9,44.1,0,618
"325",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,43.7,32.9,50,34,0,575
"326",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,51.1,46.4,57,34,0,668
"327",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,52.2,50,57.9,46,1,694
"328",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,55,46.1,62.1,45,0,578
"329",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,53.6,46.9,62.1,45,0,549
"330",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,52.6,48.2,57,50,1,637
"331",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,58,51.5,61,50,1,755
"332",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,46.5,35.5,61,43,0,673
"333",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,48.9,43.7,57,42.1,0,745
"334",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,54.2,52.4,60.1,42.1,1,767
"335",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,42.1,24.9,55.9,39,0,624
"336",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,38.5,19.5,44.1,34,0,500
"337",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,49.5,40.8,55.9,34,0,612
"338",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,54.8,52.1,57.9,45,1,699
"339",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,53.5,51.2,60.1,46,1,805
"340",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,57.7,55.8,61,46,1,603
"341",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,52.9,49,57,46,1,518
"342",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,40.9,30,57,33.1,0,490
"343",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,42.8,35.9,57,33.1,1,533
"344",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,44.8,40.6,57,36,0,501
"345",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,46.5,41.8,48,45,0,527
"346",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,44.4,29.4,52,34,0,432
"347",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,38.2,27.4,52,34,0,601
"348",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,27.7,18.1,43,24.1,0,640
"349",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,33.5,19.3,45,21,0,625
"350",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,40.5,29.9,46.9,24.1,0,542
"351",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,41.3,33.1,48,30.9,0,602
"352",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,45.9,38.6,50,30.9,0,554
"353",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,51.3,49,57.9,44.1,1,462
"354",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,43.2,30.5,57.9,35.1,1,680
"355",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,33,19.1,50,19.9,0,637
"356",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,32.9,18.2,43,19.9,0,605
"357",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,28.9,14.7,37.9,27,0,597
"358",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,36.5,25.6,45,24.1,0,722
"359",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,45.7,42.5,51.1,39.9,0,563
"360",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,40.2,32.3,51.1,36,0,451
"361",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,34.4,24.9,44.1,26.1,0,481
"362",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,25.5,4.8,37.9,21.9,0,662
"363",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,29.4,11.2,37,21.9,0,623
"364",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,30.9,10.8,37,25,0,666
"365",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,28,11.8,35.1,21.9,0,702
"366",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,34.5,27.9,37.9,33.1,0,517
"367",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,33.5,21.2,37.9,30,0,658
"368",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,42.2,36.4,48.2,28.9,0,734
"369",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,43,36.7,48,36,0,670
"370",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,35,24.4,46,23,0,681
"371",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,41.3,36.8,45,23,0,645
"372",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,37.8,27.3,45,34,0,596
"373",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,45,39,50,34,0,532
"374",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,47.6,43.1,52,43,0,716
"375",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,43.2,32.2,52,34,0,711
"376",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,42.6,37.8,51.1,30.9,0,579
"377",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,51.6,49.4,54,35.1,1,609
"378",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,40.8,38.4,54,32,1,607
"379",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,32.3,23.3,45,28,0,553
"380",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,36.4,31.4,44.1,32,1,501
"381",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,33.1,27.8,42.1,30.9,0,571
"382",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,33.5,28,37.9,28,0,537
"383",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,31.5,21.3,37.9,23,0,622
"384",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,19.3,4.2,36,15.1,0,628
"385",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,23.5,11.8,27,12.9,0,480
"386",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,44.5,41.7,50,36,1,615
"387",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,41.5,35.8,50,35.1,1,525
"388",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,36,23.1,44.1,32,0,592
"389",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,34.7,21.7,39.9,32,0,532
"390",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,42.8,36.4,48.9,32,0,555
"391",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,46.8,38.5,54,39,0,481
"392",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,41.8,31.7,54,32,0,615
"393",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,36.5,26.3,45,28.9,0,623
"394",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,46.9,43.7,53.6,41,0,660
"395",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,51,47.1,57.2,45,1,663
"396",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,40.2,23.9,57,35.1,0,476
"397",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,42.8,31.7,48.9,25,0,509
"398",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,47.8,40.9,54,39.9,0,616
"399",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2016,43.2,29,54,39,0,662
"400",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2016,45.7,38.8,52,37,0,653
"401",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2016,29.9,11.8,36,25,0,625
"402",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016,33.9,26.2,39,25,0,685
"403",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2016,34.8,22.6,39,30,0,601
"404",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016,33.2,18.7,41,23,0,500
"405",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2016,36.8,26.1,46,23,0,571
"406",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2016,44.4,36.5,51.1,26.1,0,632
"407",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2016,46.4,41.8,55,37.9,0,660
"408",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2016,49.6,43.8,62.1,41,0,629
"409",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016,46.8,42.9,62.1,39.9,1,672
"410",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2016,41.2,35.4,55,30.9,0,625
"411",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016,50.1,35.2,57.9,30.9,0,435
"412",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2016,43.8,33.8,46,41,0,640
"413",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2016,48.3,45.7,54,41,1,608
"414",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2016,45.2,41.9,51.1,43,1,629
"415",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2016,45.4,42.5,48.9,42.8,0,612
"416",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016,47,37,54,39,0,644
"417",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2016,40,21.4,54,35.1,0,540
"418",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016,37.2,22.6,43,32,0,479
"419",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2016,37.4,32,43,34,0,617
"420",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2016,40.8,23.9,45,35.1,0,628
"421",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2016,48.6,40.2,53.1,43,0,621
"422",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2016,45.1,38.1,54,42.1,0,635
"423",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016,50.8,48.5,55.9,42.1,1,546
"424",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2016,44.8,37.6,55.9,36,1,530
"425",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016,40,32.8,46.9,37,0,459
"426",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2016,45.1,41.4,55,37,1,658
"427",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2016,48.6,34.9,55,41,1,683
"428",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2016,43.4,24.8,55,37.9,0,650
"429",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2016,51,44.6,59,37.9,0,652
"430",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,54.8,52.5,59,46,1,702
"431",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,50.4,47.7,59,46,1,597
"432",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,41.7,32.9,53.1,33.1,0,585
"433",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,36.5,22.1,46.9,30.9,0,683
"434",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,35.1,23.5,45,30.9,0,672
"435",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,37,15.3,44.1,28.9,0,628
"436",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,50.9,44.8,57,32,0,630
"437",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,49.7,43.2,57,44.1,0,696
"438",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,41.8,25.1,53.1,35.1,0,557
"439",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,40.6,23.9,48,35.1,0,499
"440",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,47.8,38.9,55,35.1,0,624
"441",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,52.5,48.6,57.9,44.1,0,638
"442",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,46.7,34.2,57.9,37.9,0,700
"443",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,44,32.4,52,35.1,0,674
"444",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,46.4,28.4,53.1,39.9,0,733
"445",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,44.3,33.2,46.9,42.8,0,679
"446",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,45.8,36.5,52,42.1,0,568
"447",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,49.5,35.9,64,37,0,687
